english_name,chinese_name,source_id,extra_json
Invizimals: The Alliance,隐形妖怪：联盟 [英文版],PCSA00137,"{""date"":""2014-09-30"",""developer"":""Novarama"",""genre"":""混合|虚拟生活"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSA00137.jpg"",""language"":""英语"",""publisher"":""Sony"",""region"":""US""}"
Lemmings Touch,旅鼠触摸 [英文版],PCSA00138,"{""date"":""2014-05-27"",""developer"":""d3t Ltd"",""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSA00138.jpg"",""language"":""英语"",""publisher"":""Sony"",""region"":""US""}"
PlayStation Vita Pets,PlayStation®Vita宠物 [英文版],PCSA00139,"{""date"":""2014-06-03"",""developer"":""Spiral House"",""genre"":""混合|虚拟生活"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSA00139.jpg"",""language"":""英语"",""publisher"":""Sony"",""region"":""US""}"
Entwined,灵魂交织 [英文版],PCSA00140,"{""date"":""2014-07-22"",""developer"":""Pixel Opus"",""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSA00140.jpg"",""language"":""英语"",""publisher"":""Sony"",""region"":""US""}"
Tearaway Soundtrack (with bonus tracks),撕纸小邮差™ 原声 [英文版],PCSA00142,"{""date"":""2013-11-22"",""developer"":""Sony"",""genre"":""混合|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSA00142.jpg"",""language"":""英语"",""publisher"":""Sony"",""region"":""US""}"
Tearaway (Digital) (Trial & Unlock),撕纸小邮差™ [英文版],PCSA00144,"{""date"":""2013-11-22"",""developer"":""Media Molecule"",""genre"":""冒险|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSA00144.jpg"",""language"":""英语"",""publisher"":""Sony"",""region"":""US""}"
Freedom Wars,自由战争 [英文版],PCSA00147,"{""date"":""2014-10-28"",""developer"":""SCE Japan Studio"",""genre"":""RPG|ARPG"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSA00147.jpg"",""language"":""英语"",""publisher"":""Sony"",""region"":""US""}"
BigFest,狂欢音乐节 [英文版],PCSA00148,"{""date"":""2015-12-01"",""developer"":""On The Metal Ltd"",""genre"":""策略|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSA00148.jpg"",""language"":""英语"",""publisher"":""Sony"",""region"":""US""}"
MonsterBag,怪物背包 [英文版],PCSA00149,"{""date"":""2015-04-07"",""developer"":""IguanaBee"",""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSA00149.jpg"",""language"":""英语"",""publisher"":""Sony"",""region"":""US""}"
No Heroes Allowed: No Puzzles Either!,勇者有点太嚣张 G [英文版],PCSA00150,"{""date"":""2014-04-15"",""developer"":""Sony"",""genre"":""策略|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSA00150.jpg"",""language"":""英语"",""publisher"":""Sony"",""region"":""US""}"
Dead Nation,死亡国度 [英文版],PCSA00151,"{""date"":""2014-04-15"",""developer"":""Housemarque"",""genre"":""动作|射击"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSA00151.jpg"",""language"":""英语"",""publisher"":""Sony"",""region"":""US""}"
Soul Sacrifice Delta,灵魂献祭 Delta [英文版],PCSA00152,"{""date"":""2014-05-13"",""developer"":""SCE Japan Studio"",""genre"":""RPG|ARPG"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSA00152.jpg"",""language"":""英语"",""publisher"":""Sony"",""region"":""US""}"
Murasaki Baby,紫氏宝贝 [英文版],PCSA00153,"{""date"":""2014-09-16"",""developer"":""Ovosonico"",""genre"":""动作|平面|2D"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSA00153.jpg"",""language"":""英语"",""publisher"":""Sony"",""region"":""US""}"
Oreshika: Tainted Bloodlines,俺尸 2 跨过俺的尸体前进吧 [英文版],PCSA00155,"{""date"":""2015-03-03"",""developer"":""Alfa System"",""genre"":""RPG|普通"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSA00155.jpg"",""language"":""英语|法语"",""publisher"":""Sony"",""region"":""US""}"
Fat Princess: Piece of Cake,胖公主：蛋糕块 [英文版],PCSA00156,"{""date"":""2015-01-13"",""developer"":""One Loop Games"",""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/psv_pic_200/PCSA00156.jpg"",""language"":""英语"",""publisher"":""Sony"",""region"":""US""}"
