english_name,chinese_name,source_id,extra_json
AnimeFreak FX Vol. 5 (Japan) (Disc 2),动漫美少女大集合 Vol.5  （日版） (Disc 2),PCFX#32,"{""date"":""1997-08-29"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX31.jpg""}"
AnimeFreak FX Vol. 6 (Japan) (Disc 1),动漫美少女大集合 Vol.6  （日版） (Disc 1),PCFX#33,"{""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX34.jpg""}"
AnimeFreak FX Vol. 6 (Japan) (Disc 2),动漫美少女大集合 Vol.6  （日版） (Disc 2),PCFX#34,"{""date"":""1998-02-27"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX34.jpg""}"
Albaria no Otome (Japan),阿尔巴雷亚少女  （日版）,PCFX#35,"{""date"":""1997-06-27"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX35.jpg""}"
Ginga Ojousama Densetsu Yuna FX - Kanashimi no Selene (Japan) (Sample),银河公主传说优奈FX-哀伤的海妖塞壬  （日版） （试玩版）,PCFX#36,"{""date"":""1996-03-08"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX62.jpg""}"
Konpeki no Kantai (Japan),绀碧之舰队  （日版）,PCFX#37,"{""date"":""1995-03-31"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX37.jpg""}"
Mahjong Gokuu Tenjiku (Japan) (SABS),麻将悟空-天竺  （日版） (SABS),PCFX#38,"{""date"":""1995-03-24"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX38.jpg""}"
Aa! Megami-sama (Japan) (Disc 1),我的女神  （日版） (Disc 1),PCFX#39,"{""date"":""1997-12-12"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX39.jpg""}"
Aa! Megami-sama (Japan) (Disc 2),我的女神  （日版） (Disc 2),PCFX#40,"{""date"":""1997-12-12"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX39.jpg""}"
Angelique - Tenkuu no Requiem (Japan),安琪莉可-天空的镇魂歌  （日版）,PCFX#41,"{""date"":""1998-04-02"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX41.jpg""}"
Last Imperial Prince (Japan) (Disc A),王子最终传承  （日版） (Disc A),PCFX#42,"{""date"":""1997-03-14"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX42.jpg""}"
Last Imperial Prince (Japan) (Disc B),王子最终传承  （日版） (Disc B),PCFX#43,"{""date"":""1997-03-14"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX42.jpg""}"
Power Dolls FX (Japan),特勤机甲队FX  （日版）,PCFX#44,"{""date"":""1996-02-23"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX44.jpg""}"
Team Innocent - The Point of No Return - G.C.P.O.SS (Japan),无罪制裁  （日版）,PCFX#45,"{""date"":""1994-12-23"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX45.jpg""}"
PC Engine Fan - Special CD-ROM Vol. 2 (Japan),PCE粉丝特别版CD卷2  （日版）,PCFX#46,"{""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX46.jpg""}"
PC Engine Fan - Special CD-ROM Vol. 3 (Japan),PCE粉丝特别版CD卷3  （日版）,PCFX#47,"{""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX47.jpg""}"
Super PC Engine Fan Deluxe - Special CD-ROM Vol. 1 (Japan),超级PCE粉丝豪华特别版CD卷1  （日版）,PCFX#48,"{""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX48.jpg""}"
Super PC Engine Fan Deluxe - Special CD-ROM Vol. 2 (Japan),超级PCE粉丝豪华特别版CD卷2  （日版）,PCFX#49,"{""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX48.jpg""}"
Angelique Special (Japan),安琪莉可特别版  （日版）,PCFX#50,"{""date"":""1995-12-22"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX50.jpg""}"
Akazukin ChaCha - Osawagase! Panic Race! (Japan),小红帽恰恰  （日版）,PCFX#51,"{""date"":""1996-10-25"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX51.jpg""}"
Angelique Special 2 (Japan),安琪莉可特别版2  （日版）,PCFX#52,"{""date"":""1996-12-06"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX52.jpg""}"
Comic Road (Japan),漫画家之路  （日版）,PCFX#53,"{""date"":""1997-09-26"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX53.jpg""}"
Lunatic Dawn FX (Japan),侠客游FX  （日版）,PCFX#54,"{""date"":""1995-11-24"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX54.jpg""}"
Ojousama Sousamou (Japan),大小姐搜查网  （日版）,PCFX#55,"{""date"":""1996-05-31"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX55.jpg""}"
Tenchi Muyou! Ryououki FX (Japan) (Disc A) (Hakua Kaikou),天地无用！魉皇鬼FX  （日版） (Disc A) (Hakua Kaikou),PCFX#56,"{""date"":""1996-07-12"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX56.jpg""}"
Tenchi Muyou! Ryououki FX (Japan) (Disc B) (Kiyone Houguu),天地无用！魉皇鬼FX  （日版） (Disc B) (Kiyone Houguu),PCFX#57,"{""date"":""1996-07-12"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX56.jpg""}"
Tonari no Princess Rolfee! (Japan),邻居公主罗尔菲  （日版）,PCFX#58,"{""date"":""1997-07-25"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX58.jpg""}"
Zen Nihon Joshi Pro Wres - Queen of Queens (Japan) (Disc A) (Zenjo vs Zenjo),全日本女子职业摔角  （日版） (Disc A) (Zenjo vs Zenjo),PCFX#59,"{""date"":""1995-3-24"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX59.jpg""}"
Zen Nihon Joshi Pro Wres - Queen of Queens (Japan) (Disc B) (Zenjo vs KWP),全日本女子职业摔角  （日版） (Disc B) (Zenjo vs KWP),PCFX#60,"{""date"":""1995-3-24"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX59.jpg""}"
