english_name,chinese_name,source_id,extra_json
Metal Gear Ac!d,合金装备,34,"{""UMD_ID"":""ULUS-10006"",""date"":""2005-06-15"",""genre"":""Strategy"",""img"":""https://data.yang2000ling.com/img/psp_200/0034.jpg"",""language"":""英文"",""publisher"":""Konami"",""region"":""美版""}"
Rengoku - The Tower of Purgatory,炼狱-洗罪塔,35,"{""UMD_ID"":""ULUS-10013"",""date"":""2005-06-16"",""genre"":""Action Adventure"",""img"":""https://data.yang2000ling.com/img/psp_200/0035.jpg"",""language"":""英文"",""publisher"":""Konami"",""region"":""美版""}"
Puyo Puyo Fever,噗哟噗喲 狂热,36,"{""UMD_ID"":""ULJM-05007"",""date"":""2005-06-16"",""genre"":""Puzzle"",""img"":""https://data.yang2000ling.com/img/psp_200/0036.jpg"",""language"":""日语"",""publisher"":""Sega"",""region"":""日版""}"
Shutokou Battle - Zone of Control,首都高-街头至尊,37,"{""UMD_ID"":""ULJM-05017"",""date"":""2005-06-16"",""genre"":""Racing"",""img"":""https://data.yang2000ling.com/img/psp_200/0037.jpg"",""language"":""日语"",""publisher"":""Genki"",""region"":""日版""}"
Kollon,科隆方块,38,"{""UMD_ID"":""ULJS-00010"",""date"":""2005-06-16"",""genre"":""Puzzle"",""img"":""https://data.yang2000ling.com/img/psp_200/0038.jpg"",""language"":""日语"",""publisher"":""Cyber Front"",""region"":""日版""}"
FIFA Soccer,FIFA足球,39,"{""UMD_ID"":""ULUS-10011"",""date"":""2005-06-16"",""genre"":""Sport"",""img"":""https://data.yang2000ling.com/img/psp_200/0039.jpg"",""language"":""英文"",""publisher"":""Electronic Arts"",""region"":""美版""}"
Piposaru Academia - Dossari! Sarugee Daizenshu,比波猴学院 捉猴大全集,40,"{""UMD_ID"":""UCJS-10003"",""date"":""2005-06-17"",""genre"":""Party"",""img"":""https://data.yang2000ling.com/img/psp_200/0040.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""日版""}"
Bleach - Heat the Soul,死神-灵魂升温,41,"{""UMD_ID"":""UCJS-10008"",""date"":""2005-06-18"",""genre"":""Action"",""img"":""https://data.yang2000ling.com/img/psp_200/0041.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""日版""}"
Mahjong Kakutou Club,麻将格斗俱乐部,42,"{""UMD_ID"":""ULJM-05002"",""date"":""2005-06-19"",""genre"":""Board Game"",""img"":""https://data.yang2000ling.com/img/psp_200/0042.jpg"",""language"":""日语"",""publisher"":""Konami"",""region"":""日版""}"
Darkstalkers Chronicle - The Chaos Tower,恶魔战士编年史-浑沌之塔,43,"{""UMD_ID"":""ULUS-10005"",""date"":""2005-11-03"",""genre"":""Fighting"",""img"":""https://data.yang2000ling.com/img/psp_200/0043.jpg"",""language"":""英文"",""publisher"":""Capcom"",""region"":""美版""}"
