english_name,chinese_name,source_id,extra_json
Dennis Miller - That's News to Me (USA),,3DO#115,
Dennou Hyouryuu - Multimedia Cruising (Japan),電脳漂流（日版）,3DO#116,
Digital Dreamware (USA),数字织梦者（美版）,3DO#117,
DinoPark Tycoon (USA),迪诺公园大亨（美版）,3DO#118,
Diving Spot Guide - Marine Tour (Japan),潜水点导游-海上旅游（日版）,3DO#119,
Doctor Hauzer (Japan),浩泽博士（日版）,3DO#120,
Doom (USA),毁灭战士（美版）,3DO#121,
"Dragon Lore - The Legend Begins (USA, Europe) (Disc 1)",巨龙传说（美版 欧版） （光碟 1）,3DO#122,
"Dragon Lore - The Legend Begins (USA, Europe) (Disc 2)",巨龙传说（美版 欧版） （光碟 2）,3DO#123,
"Dragon Lore - The Legend Begins (USA, Europe) (Disc 3)",巨龙传说（美版 欧版） （光碟 3）,3DO#124,
Dragon Tycoon Edge (Japan),龙王边缘（日版）,3DO#125,
"Dragon's Lair (Europe) (En,Fr,De,It)","龙穴历险记（欧版） (En,Fr,De,It)",3DO#126,
Dragon's Lair (Japan),龙穴历险记（日版）,3DO#127,
Dragon's Lair (USA) (RE1),龙穴历险记（美版） (RE1),3DO#128,
"Dragon's Lair (USA, Korea)",龙穴历险记（美版，韩版）,3DO#129,
Drug Wars (USA),毒品战争（美版）,3DO#130,
Emit Vol. 1 - Toki no Maigo (Japan),Emit卷1 - 时の迷子（日版）,3DO#131,
Emit Vol. 2 - Inochigake no Tabi (Japan),Emit卷2 - 命がけの旅（日版）,3DO#132,
Emit Vol. 3 - Watashi ni Sayonara o (Japan),Emit卷3 - 对我说再见（日版）,3DO#133,
Endlessly (USA),无穷禁地（美版）,3DO#134,
Escape from Monster Manor (Europe),逃离怪兽领地（欧版）,3DO#135,
"Escape from Monster Manor (Korea) (En,Ko)","逃离怪兽领地（韩国版） (En,Ko)",3DO#136,
Escape from Monster Manor (USA),逃离怪兽领地（美版）,3DO#137,
ESPN Baseball - Hitting (USA),ESPN棒球（美版）,3DO#138,
ESPN Fitness Pros - Step Aerobics (USA),,3DO#139,
ESPN Golf - Lower Your Score with Tom Kite - Shot Making (USA) (Disc 1),ESPN 高尔夫（美版） （光碟 1）,3DO#140,
ESPN Golf - Lower Your Score with Tom Kite - Shot Making (USA) (Disc 2),ESPN 高尔夫（美版） （光碟 2）,3DO#141,
ESPN Golf - Lower Your Score with Tom Kite - Shot Making (USA) (Disc 3),ESPN 高尔夫（美版） （光碟 3）,3DO#142,
