english_name,chinese_name,source_id,extra_json
Nichibutsu Mahjong III - Mahjong G Men (Japan),物产麻将3 （日版）,FC#1844,
"Nigel Mansell's World Championship (Europe) (En,Fr,De,Es,It)","奈杰尔·曼塞尔世界锦标赛 （欧版） (En,Fr,De,Es,It)",FC#1845,
Nigel Mansell's World Championship Racing (USA),尼基曼赛尔之世界冠军挑战赛 （美版）,FC#1846,
"Nightmare on Elm Street, A (USA)",半夜鬼上床 （美版）,FC#1847,
Nightshade (USA),百花百狼 （美版）,FC#1848,
Nihonichi no Mei Kantoku (Japan),日本第一棒球名监督 （日版）,FC#1849,
Niji no Silk Road (Japan),彩虹丝路 （日版）,FC#1850,
Ninja Cop Saizou (Japan),忍者警察 （日版）,FC#1851,
Ninja Crusaders (USA),忍者使徒 - 龙牙 （美版）,FC#1852,
Ninja Crusaders - Ryuuga (Japan),忍者使徒 - 龙牙 （日版）,FC#1853,
Ninja Gaiden (Japan) (Wii U Virtual Console),忍者龙剑传 （日版） (Wii U Virtual Console),FC#1854,
Ninja Gaiden (USA),忍者龙剑传 （美版）,FC#1855,
Ninja Gaiden (USA) (Beta),忍者龙剑传 （美版） （测试版）,FC#1856,
Ninja Gaiden - Episode II - The Dark Sword of Chaos (USA) (Sample) (1990-01-18),忍者龙剑传2 （美版） （试玩版） (1990-01-18),FC#1857,
Ninja Gaiden II - The Dark Sword of Chaos (USA),忍者龙剑传2 （美版）,FC#1858,
Ninja Gaiden II - The Dark Sword of Chaos (USA) (Virtual Console),忍者龙剑传2 （美版） (Virtual Console),FC#1859,
Ninja Gaiden III - The Ancient Ship of Doom (USA),忍者龙剑传3 （美版）,FC#1860,
Ninja Gaiden III - The Ancient Ship of Doom (USA) (Wii U Virtual Console),忍者龙剑传3 （美版） (Wii U Virtual Console),FC#1861,
Ninja Gaiden III - The Ancient Ship of Doom (USA) (Wii Virtual Console),忍者龙剑传3 （美版） (Wii Virtual Console),FC#1862,
Ninja Hattori-kun - Ninja wa Syugyou de Gozaru no Maki (Japan),忍者哈特君 （日版）,FC#1863,
Ninja Hattori-kun - Ninja wa Syugyou de Gozaru no Maki (Japan) (Beta),忍者哈特君 （日版） （测试版）,FC#1864,
Ninja Jajamaru - Ginga Daisakusen (Japan),忍者茶茶丸 - 银河大作战 （日版）,FC#1865,
Ninja Jajamaru - Ginga Daisakusen (Japan) (Beta),忍者茶茶丸 - 银河大作战 （日版） （测试版）,FC#1866,
Ninja Jajamaru-kun (Japan),忍者茶茶丸 （日版）,FC#1867,
Ninja Jajamaru-kun (World) (Ja) (Virtual Console),忍者茶茶丸 （世界版） (Ja) (Virtual Console),FC#1868,
Ninja Kid (USA),忍者小子 （美版）,FC#1869,
Ninja Ryuuken Den (Japan),忍者龙剑传 （日版）,FC#1870,
Ninja Ryuuken Den (Japan) (Wii Virtual Console),忍者龙剑传 （日版） (Wii Virtual Console),FC#1871,
Ninja Ryuuken Den II - Ankoku no Jashin Ken (Japan),忍者龙剑传2 （日版）,FC#1872,
Ninja Ryuuken Den III - Yomi no Hakobune (Japan),忍者龙剑传3 （日版）,FC#1873,
Ninja-kun - Ashura no Shou (Japan),忍者君 阿修罗之章 （日版）,FC#1874,
Ninja-kun - Majou no Bouken (Japan),忍者君 魔城的冒险 （日版）,FC#1875,
Ninja-kun - Majou no Bouken (Japan) (Rev 1),忍者君 魔城的冒险 （日版） （修正版 1）,FC#1876,
Ninjara Hoi! (Japan),忍者传说 （日版）,FC#1877,
Nintendo - NTF2 System Cartridge (USA),任天堂测试卡 （美版）,FC#1878,
Nintendo - NTF2 Test Cartridge (NES Test) (USA) (Rev 1) (Test Program),任天堂测试卡 (NES Test) （美版） （修正版 1） (Test Program),FC#1879,
Nintendo - NTF2 Test Cartridge (USA) (Test Program),任天堂测试卡 （美版） (Test Program),FC#1880,
Nintendo World Championships 1990 (USA) (Competition Cart),任天堂世界冠军赛 1990 （美版） (Competition Cart),FC#1881,
Nintendo World Class Service - Control Deck Test Cartridge (USA) (Test Program),任天堂测试 （美版） (Test Program),FC#1882,
Nintendo World Class Service - Joystick Test Cartridge (USA) (Test Program),控制器测试 （美版） (Test Program),FC#1883,
Nintendo World Class Service - Port Test Cartridge (USA) (Test Program),任天堂控制器测试 （美版） (Test Program),FC#1884,
Nintendo World Class Service - Power Pad Test Cartridge (USA) (Test Program),任天堂跳跳板测试 （美版） (Test Program),FC#1885,
Nintendo World Cup (Europe),热血足球联盟 （欧版）,FC#1886,
Nintendo World Cup (Europe) (Rev 1),热血足球联盟 （欧版） （修正版 1）,FC#1887,
Nintendo World Cup (Europe) (Rev 2),热血足球联盟 （欧版） （修正版 2）,FC#1888,
Nintendo World Cup (USA),热血足球联盟 （美版）,FC#1889,
Nishimura Kyoutarou Mystery - Blue Train Satsujin Jiken (Japan),西村京太郎之推理世界 - 蓝色列车杀人事件 （日版）,FC#1890,
Nishimura Kyoutarou Mystery - Super Express Satsujin Jiken (Japan),西村京太郎之推理世界 - 特急列车杀人事件 （日版）,FC#1891,
Noah's Ark (Europe),诺亚方舟 （欧版）,FC#1892,
Nobunaga no Yabou - Bushou Fuuun Roku (Japan),信长之野望 - 武将风云录 （日版）,FC#1893,
Nobunaga no Yabou - Bushou Fuuun Roku (Japan) (Rev A),信长之野望 - 武将风云录 （日版） (Rev A),FC#1894,
Nobunaga no Yabou - Sengoku Gunyuuden (Japan),信长野望-战国群雄传 （日版）,FC#1895,
Nobunaga no Yabou - Sengoku Gunyuuden (Japan) (Rev 1),信长野望-战国群雄传 （日版） （修正版 1）,FC#1896,
Nobunaga no Yabou - Zenkoku Ban (Japan),信长之野望 - 全国版 （日版）,FC#1897,
Nobunaga no Yabou - Zenkoku Ban (Japan) (Rev 1),信长之野望 - 全国版 （日版） （修正版 1）,FC#1898,
Nobunaga's Ambition (USA),信长之野望 - 全国版 （美版）,FC#1899,
Nobunaga's Ambition II (USA),信长之野望 - 战国群雄传 （美版）,FC#1900,
North & South (Europe),南北战争 （欧版）,FC#1901,
North & South - Wakuwaku Nanboku Sensou (Japan),南北战争 （日版）,FC#1902,
North and South (USA),南北战争 （美版）,FC#1903,
Nuts & Milk (Japan),爱的小屋 （日版）,FC#1904,
Obake no Q Tarou - Wanwan Panic (Japan),Q 太郎 - 汪汪恐慌 （日版）,FC#1905,
Obocchama-kun (Japan),少爷历险记 （日版）,FC#1906,
