title_id,serial,name,region
00040000000B8B00,CTR-AXCJ,Dairantou Smash Bros. for Nintendo 3DS (Rev07),JPN
0004000000178100,CTR-BA7J,12-Sai. Koisuru Diary,JPN
000400000018D000,CTR-BMZJ,Sekaiju no Meikyuu V: Nagaki Shinwa no Hate,JPN
000400000019D300,CTR-BTGJ,Tetsudou Nippon! Rosen Tabi: Kikansha Thomas-hen Oigawa Tetsudou!,JPN
0004000000196D00,CTR-BDLJ,Dragon Ball: Fusions,JPN
000400000016E300,CTR-BCAE,Metroid Prime: Federation Force,USA
0004000000125500,CTR-AJRE,The Legend of Zelda: Majoras Mask 3D (Rev01),USA
0004000000196500,CTR-ECDE,Style Savvy: Fashion Forward,USA
0004000000055D00,CTR-EKJA,Pokemon X,TWN
0004000000055E00,CTR-EK2A,Pokemon Y,TWN
000400000016CE00,CTR-BCAJ,Metroid Prime: Federation Force,JPN
0004000000196900,CTR-AKSJ,Shovel Knight,JPN
0004000000175200,CTR-BCAP,Metroid Prime: Federation Force,EUR
000400000019A200,CTR-BG4E,Shin Megami Tensei IV: Apocalypse,USA
000400000018F000,CTR-AD7P,Dragon Quest VII: Fragments of the Forgotten Past,EUR
000400000018EF00,CTR-AD7E,Dragon Quest VII: Fragments of the Forgotten Past,USA
000400000019E700,CTR-BG8J,Armed Blue Gunvolt: Striker Pack,JPN
0004000000164700,CTR-BS6P,Sonic Boom: Fire & Ice,EUR
0004000000161300,CTR-BS6E,Sonic Boom: Fire & Ice,USA
0004000000197700,CTR-AK2E,River City: Tokyo Rumble,USA
000400000019AA00,CTR-BYHE,Yo-Kai Watch 2: Fleshy Souls,USA
000400000019A900,CTR-BYGE,Yo-Kai Watch 2: Bony Spirits,USA
000400000019BE00,CTR-BAAP,Mario Party: Star Rush,EUR
00040000001A5600,CTR-BG8E,Azure Striker Gunvolt: Striker Pack,USA
000400000018AF00,CTR-BD2P,Disney Magical World 2,EUR
000400000018AE00,CTR-BD2E,Disney Magical World 2,USA
0004000000177A00,CTR-KRGJ,Kamen Rider Ghost: Game de Kaigan!!,JPN
000400000018A500,CTR-BPJP,Rhythm Paradise Megamix,EUR
0004000000030D00,CTR-ADAE,Nintendogs + Cats: Golden Retriever & New Friends (Rev02),USA
00040000001AA000,CTR-BYGE,Yo-Kai Watch 2: Fleshy Souls and Bony Spirits (DEMO),USA
000400000019E600,CTR-AJAE,Shantae and the Pirates Curse,USA
000400000019D900,CTR-AJAP,Shantae and the Pirates Curse,EUR
000400000018EA00,CTR-BUZJ,One Piece: Daikaizoku Coliseum,JPN
000400000018EB00,CTR-BDJJ,Downtown Nekketsu Monogatari SP,JPN
0004000000194200,CTR-BCPE,Corpse Party,USA
00040000001A3500,CTR-AVAE,Harvest Moon: Skytree Village,USA
0004000000199900,CTR-AJSJ,Chou Sentou-chuu Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,JPN
00040000001A4D00,CTR-BK3J,Kobito Game Taizen,JPN
000400000019A700,CTR-AK3P,Sega 3D Classics Collection,EUR
00040000001A6800,CTR-BF6Z,Disney 2-Pack - Frozen: Olafs Quest + Big Hero 6: Battle in the Bay,EUR
000400000016E100,CTR-AAHJ,Monster Hunter Stories,JPN
0004000000193900,CTR-BAAJ,Mario Party: Star Rush,JPN
000400000019BD00,CTR-BAAE,Mario Party: Star Rush,USA
00040000001A6500,CTR-BRWZ,Cartoon Network: Battle Crashers,EUR
000400000004D300,CTR-ADDP,Dead or Alive: Dimensions (DEMO),EUR
0004000000196400,CTR-BXXP,Monster Hunter Generations (DEMO),EUR
000400000019B000,CTR-BYGZ,Yo-Kai Watch 2: Bony Spirits,EUR
000400000019B100,CTR-BYHZ,Yo-Kai Watch 2: Fleshy Souls,EUR
0004000000190D00,CTR-BLWJ,LEGO Star Wars: Force no Kakusei,JPN
0004000000170700,CTR-BS6J,Sonic Toon: Fire & Ice,JPN
00040000001A0D00,CTR-AKAJ,Saiki Kusuo no Psi Nan: Shijou Psi Dai no Psi Nan!?,JPN
000400000018B200,CTR-BUTJ,Beyblade Burst,JPN
0004000000164800,CTR-BNDA,Pocket Monsters Sun,JPN
0004000000175E00,CTR-BNEA,Pocket Monsters Moon,JPN
0004000000175E00,CTR-BNEA,Pokemon Moon,EUR
0004000000164800,CTR-BNDA,Pokemon Sun,EUR
0004000000192000,CTR-BRWE,Cartoon Network: Battle Crashers,USA
00040000001AA100,CTR-BP7J,PriPara Mezameyo! Megami no Dress Design,JPN
0004000000164800,CTR-BNDA,Pokemon Sun,USA
0004000000175E00,CTR-BNEA,Pokemon Moon,USA
00040000001AA900,CTR-BDLE,Dragon Ball: Fusions,USA
0004000000197200,CTR-AKFJ,Aikatsu Stars! My Special Appeal,JPN
00040000001AE000,CTR-BTXJ,Tetsudou Nippon! Rosen Tabi: Aizu Tetsudou-hen,JPN
00040000001A1500,CTR-BLNJ,LEGO Ninjago: Nindroids,JPN
000400000019EA00,CTR-KPUJ,Moero!! Pro Yakyuu 2016,JPN
000400000019D400,CTR-KPJJ,Dot Paint,JPN
000400000F700200,KTR-CAFP,Xenoblade Chronicles 3D (Rev01) (N3DS Only),EUR
000400000018B300,CTR-BRPJ,RPG Tsukuru Fes,JPN
00040000001A0300,CTR-AJHJ,Super Mario Maker for Nintendo 3DS,JPN
0004000000187E00,CTR-BBPP,Picross 3D: Round 2,EUR
00040000001A0500,CTR-AJHP,Super Mario Maker for Nintendo 3DS,EUR
00040000001A6B00,CTR-BG4P,Shin Megami Tensei IV: Apocalypse,EUR
00040000001A0400,CTR-AJHE,Super Mario Maker for Nintendo 3DS,USA
00040000001A6C00,CTR-BD7P,7th Dragon III Code: VFD,EUR
000400000019CD00,CTR-ARUJ,All Kamen Rider: Rider Revolution,JPN
000400000019D100,CTR-AUDJ,Digimon Universe: Appli Monsters,JPN
0004000000198D00,CTR-EAAJ,Tobidase Doubutsu no Mori: amiibo+,JPN
0004000000190A00,CTR-KWMJ,Megami Meguri,JPN
0004000000197500,CTR-BPUJ,Puyo Puyo Chronicle,JPN
00040000001AF400,CTR-ALZJ,Yo-kai Watch 3: Sukiyaki,JPN
00040000001B3800,CTR-KMRJ,Gurumin 3D,JPN
0004000000198F00,CTR-EAAP,Animal Crossing: New Leaf - Welcome Amiibo,EUR
0004000000125600,CTR-AJRP,The Legend of Zelda: Majoras Mask 3D (Rev01),EUR
00040000000EE000,CTR-AXCP,Super Smash Bros. for Nintendo 3DS (Rev04),EUR
0004000000031600,CTR-ADCP,Nintendogs + Cats: Toy Poodle & New Friends (Rev01),EUR
00040000001A7400,CTR-BPYJ,Jikkyou Powerful Pro Yakyuu Heroes,JPN
00040000001ADD00,CTR-AKQJ,Momotarou Dentetsu 2017: Tachiagare Nippon!!,JPN
00040000001A1600,CTR-BNHJ,Hyakumasu Dora-San Nobita no Time Battle,JPN
0004000000178800,CTR-ADQJ,Miitopia,JPN
00040000001AD000,CTR-BN3J,A-Ressha de Ikou 3D NEO,JPN
0004000000194E00,CTR-BKCJ,Kunio-kun Nekketsu Complete: Famicom-Hen,JPN
00040000001AA400,CTR-BGJJ,Gudetama: Okawari Ikagassuka,JPN
0004000000044700,CTR-AF2P,Fifa 12 (Rev01),EUR
000400000018F200,CTR-BQ8P,Dragon Quest VIII: Journey of the Cursed King,EUR
000400000018F100,CTR-BQ8E,Dragon Quest VIII: Journey of the Cursed King,USA
00040000000BF600,CTR-AH8F,Hotel Transylvania,EUR
00040000000EE000,CTR-AXCP,Super Smash Bros. for Nintendo 3DS (Rev10),EUR
000400000019CF00,CTR-AWFJ,Kamiwaza Wanda: Kirakira Ichibangai Kikiippatsu,JPN
0004000000197500,CTR-BPUJ,Puyo Puyo Chronicle,JPN
00040000001A4200,CTR-AJNP,Poochy & Yoshis Woolly World,EUR
0004000000103200,CTR-BWNJ,Wannyan Pet Shop (Rev03),JPN
00040000001AD400,CTR-BC2J,HakoBoy! Hakozume Box,JPN
00040000001A4100,CTR-AJNE,Poochy & Yoshis Woolly World,USA
0004000000198E00,CTR-EAAE,Animal Crossing: New Leaf - Welcome Amiibo,USA
00040000001A1D00,CTR-BF6E,Disney 2-Pack - Frozen: Olafs Quest + Big Hero 6: Battle in the Bay,USA
00040000000D7800,CTR-ABYE,Barbie: Groom and Glam Pups,USA
00040000001ACB00,CTR-BDQJ,Dragon Quest Monsters: Joker 3 Professional,JPN
00040000001AFB00,CTR-BW3J,Osomatsu-san Matsu Matsuri!,JPN
00040000001A3200,CTR-AJNJ,Poochy! to Yoshi Wool World,JPN
00040000001B4600,CTR-AWYJ,Jikkyou Powerful Pro Yakyuu Heroes: Jisedai World Hobby Fair 17 Winter Tokubetsu Taikenban (DEMO),JPN
00040000001AAA00,CTR-BDLP,Dragon Ball: Fusions,EUR
00040000000B8B00,CTR-AXCJ,Dairantou Smash Bros. for Nintendo 3DS (Rev03),JPN
0004000000173C00,CTR-AVTJ,Adventure Time: Nameless Oukoku no 3-nin no Princess,JPN
000400000019D000,CTR-AR8J,Rilu Rilu Fairilu Kirakira * Hajimete no Fairilu Magic,JPN
0004000000098600,CTR-ALBD,LEGO Batman 2: DC Super Heroes (Rev01),GER
00040000000EE000,CTR-AXCP,Super Smash Bros. for Nintendo 3DS (Rev03),EUR
000400000019F500,CTR-BB3E,Story of Seasons: Trio of Towns,USA
0004000000188D00,CTR-AUNP,Mario Sports Superstars,EUR
0004000000065800,CTR-AR4J,Rune Factory 4 (Rev01),JPN
0004000000197100,CTR-AGQJ,Monster Hunter XX: Double Cross,JPN
000400000004EA00,CTR-ASGP,SpongeBob SquigglePants (Rev01),EUR
00040000001B6C00,CTR-AJNE,Poochy & Yoshis Woolly World (DEMO),USA
000400000F700100,KTR-CAFE,Xenoblade Chronicles 3D (Rev01) (N3DS Only),USA
0004000000044500,CTR-ASGE,SpongeBob SquigglePants (Rev01),USA
00040000000EDF00,CTR-AXCE,Super Smash Bros. for Nintendo 3DS (Rev05),USA
00040000000EDF00,CTR-AXCE,Super Smash Bros. for Nintendo 3DS (Rev06),USA
00040000000EDF00,CTR-AXCE,Super Smash Bros. for Nintendo 3DS (Rev10),USA
0004000000054000,CTR-AREE,Super Mario 3D Land (Rev01),USA
0004000000062300,CTR-ASNE,Sonic Generations (Rev01),USA
0004000000037400,CTR-APCE,LEGO Pirates of the Caribbean: The Video Game (Rev01),USA
00040000000D5A00,CTR-AYME,Mario & Luigi: Dream Team (Rev01),USA
000400000007C700,CTR-AGAE,Mario Tennis Open,USA
00040000000A2600,CTR-AH8E,Hotel Transylvania,USA
0004000000047900,CTR-AT2E,Harvest Moon 3D: The Tale of Two Towns (Rev02),USA
0004000000096700,CTR-AKGE,Zero Escape: Virtues Last Reward (Rev02),USA
00040000000EDF00,CTR-AXCE,Super Smash Bros. for Nintendo 3DS (Rev07),USA
00040000000EDF00,CTR-AXCE,Super Smash Bros. for Nintendo 3DS (Rev01),USA
00040000000EDF00,CTR-AXCE,Super Smash Bros. for Nintendo 3DS (Rev03),USA
0004000000188C00,CTR-AUNE,Mario Sports Superstars,USA
00040000000A8500,CTR-AKKE,Professor Layton and the Miracle Mask (Rev01),USA
000400000019AC00,CTR-BYHP,Yo-Kai Watch 2: Fleshy Souls,EUR
000400000019AB00,CTR-BYGP,Yo-Kai Watch 2: Bony Spirits,EUR
000400000007A300,CTR-AT2P,Harvest Moon 3D: The Tale of Two Towns (Rev01),EUR
00040000000EDF00,CTR-AXCE,Super Smash Bros. for Nintendo 3DS (Rev04),USA
00040000001A2B00,CTR-AJJJ,Fire Emblem Echoes: Mou Hitori no Eiyuu Ou,JPN
00040000001AE300,CTR-BDUJ,Doraemon: Nobita no Nankyoku Kachikochi Daibouken,JPN
00040000001A4C00,CTR-BGHJ,Manga-ka Debut Monogatari: Suteki na Manga o Egakou,JPN
00040000001AA300,CTR-BF3J,Sega 3D Fukkoku Archives 3: Final Stage,JPN
00040000001A0300,CTR-AJHJ,Super Mario Maker for Nintendo 3DS (Rev02),JPN
00040000001A0E00,CTR-BFAJ,Future Card Buddyfight Mezase! Buddy Champion!,JPN
0004000000188B00,CTR-AUNJ,Mario Sports Superstars,JPN
00040000001B3F00,CTR-BYFJ,Pro Yakyuu Famista Climax,JPN
00040000001B4300,CTR-BD9J,Dragon Ball Heroes: Ultimate Mission X,JPN
00040000001B3F00,CTR-BYFJ,Pro Yakyuu Famista Climax (Rev01),JPN
0004000000054100,CTR-AREJ,Super Mario 3D Land (Rev01),JPN
0004000000054100,CTR-AREJ,Super Mario 3D Land (Rev02),JPN
00040000001B4A00,CTR-A9CJ,Cube Creator DX,JPN
00040000001B4100,CTR-AJJP,Fire Emblem Echoes: Shadows of Valentia,EUR
0004000000033900,CTR-ARYP,Rayman 3D (Rev01),EUR
00040000001B9C00,CTR-BS8E,Cooking Mama: Sweet Shop,USA
00040000001AE100,CTR-AEVJ,Shingeki no Kyojin: Shichi-Kara no Dasshutsu,JPN
00040000001B4000,CTR-AJJE,Fire Emblem Echoes: Shadows of Valentia,USA
00040000000B8B00,CTR-AXCJ,Dairantou Smash Bros. for Nintendo 3DS (Rev10),JPN
000400000004E400,CTR-ACQE,Cooking Mama 4: Kitchen Magic (Rev01),USA
00040000001B9500,CTR-BS8P,Cooking Mama: Sweet Shop,EUR
00040000001A6900,CTR-AVAP,Harvest Moon: Skytree Village,EUR
00040000001B6300,CTR-BHSJ,Kawaii Pet to Kurasou! Wan Nyan & Mini Mini Animal (Rev01),JPN
00040000000DF800,CTR-BGAJ,Shingeki no Kyojin: Jinrui Saigo no Tsubasa (Rev01),JPN
000400000008C500,CTR-EC6J,Tomodachi Collection: Shin Seikatsu (Rev01),JPN
00040000001B7500,CTR-A8FP,Farming Simulator 18,EUR
00040000001B7900,CTR-A8FE,Farming Simulator 18,USA
0004000000043E00,CTR-ABMJ,Biohazard: The Mercenaries 3D (Rev02),JPN
00040000000B8B00,CTR-AXCJ,Dairantou Smash Bros. for Nintendo 3DS (Rev05),JPN
0004000000030600,CTR-AMKJ,Mario Kart 7 (Rev01),JPN
0004000000134500,CTR-BG2J,Shingeki no Kyojin: Jinrui Saigo no Tsubasa CHAIN (Rev01),JPN
0004000000152A00,CTR-BCNJ,Sumikko Gurashi: Koko Ga Ochitsukundesu (Rev02),JPN
0004000000178500,CTR-BSVJ,Sumikko Gurashi: Omise Hajimerun Desu (Rev01),JPN
000400000F708700,KTR-CDRE,Runbow Pocket Deluxe Edition (N3DS Only),USA
00040000001A4900,CTR-BAGP,Ever Oasis,EUR
000400000004A700,CTR-AABJ,Tales Of the Abyss (Rev01),JPN
0004000000155100,CTR-BYSJ,Youkai Watch 2: Shinuchi (Rev02),JPN
00040000001B4500,CTR-AL4J,The Alliance Alive,JPN
00040000001BB900,CTR-JN5J,Neko Atsume,JPN
00040000001B3B00,CTR-KCVJ,Kamen Rider Atsume,JPN
0004000000180B00,CTR-KLNJ,Seisen Chronicle,JPN
00040000001B9D00,CTR-BRPP,RPG Maker Fes,EUR
00040000001A4800,CTR-BAGE,Ever Oasis,USA
00040000001BD500,CTR-BRPE,RPG Maker Fes,USA
00040000001A0C00,CTR-BRBJ,Radiant Historia: Perfect Chronology,JPN
0004000000196F00,CTR-JHUA,Kirby no Suikomi Daisakusen,JPN
00040000001AE500,CTR-AG4J,Pika Pika Nurse Monogatari: Shounika Haitsumo Oosawagi,JPN
0004000000032800,CTR-ARRJ,Ridge Racer 3D (Rev02),JPN
0004000000072000,CTR-AFEJ,Fire Emblem: Kakusei (Rev01),JPN
0004000000049600,CTR-ARFJ,Fish Eyes 3D (Rev01),JPN
0004000000030000,CTR-AKDJ,Shin Hikari Shinwa: Palutena no Kagami (Rev01),JPN
00040000001AE600,CTR-BP4J,100% Pascal Sensei: Kanpeki Paint Bombers,JPN
0004000000164A00,CTR-BAGJ,Ever Oasis: Seirei to Tanebito no Mirage,JPN
00040000001A9200,CTR-BRCJ,Hey! Pikmin,JPN
00040000001BDE00,CTR-A8FJ,Farming Simulator 18: Pocket Nouen 4,JPN
00040000001B8000,CTR-B2KJ,Kouekizaidan Houjin Nihon Kanji Nouryoku Kentei Kyoukai: Kanken Training 2,JPN
00040000001C1900,CTR-BLFJ,Laytons Mystery Journey: Katrielle to Daifugou no Inbou,JPN
00040000001BFD00,CTR-AWHJ,"Sumikko Gurashi: Koko, Dokonan Desu?",JPN
00040000000B3D00,CTR-ASRP,Dr. Kawashimas Devilish Brain Training: Can You Stay Focused? (Rev01),EUR
00040000001AF800,CTR-BRCP,Hey! Pikmin,EUR
00040000001B4F00,CTR-ADQP,Miitopia,EUR
000400000016E100,CTR-AAHJ,Monster Hunter Stories (Rev01),JPN
0004000000199200,CTR-BTZJ,Dragon Quest XI: Sugisarishi Toki o Motomete,JPN
00040000001B4E00,CTR-ADQE,Miitopia,USA
00040000001AFA00,CTR-BRCE,Hey! Pikmin,USA
00040000001AE200,CTR-AJ2J,Dai Gyakuten Saiban 2: Naruhodou Ryuunosuke no Kakugo,JPN
00040000001C1800,CTR-BWSJ,The Snack World: TreJarers,JPN
00040000001B2500,CTR-BD5J,Sekaiju to Fushigi no Dungeon 2,JPN
00040000001BF400,CTR-BG9J,Tantei Jinguuji Saburou: Ghost of the Dusk,JPN
00040000001BC600,CTR-AAHP,Monster Hunter Stories,EUR
00040000001C5900,CTR-BRCE,Hey! Pikmin (DEMO),USA
00040000001BC500,CTR-AAHE,Monster Hunter Stories,USA
00040000001BFB00,CTR-A9AP,Metroid: Samus Returns,EUR
00040000001BFC00,CTR-A9AJ,Metroid: Samus Returns,JPN
00040000001BB200,CTR-A9AE,Metroid: Samus Returns,USA
00040000001B2900,CTR-BYSP,Yo-Kai Watch 2: Psychic Specters,EUR
000400000F70C100,KTR-CFMJ,Fire Emblem Musou (N3DS Only),JPN
00040000001B9000,CTR-BRMP,Mario & Luigi: Superstar Saga + Bowsers Minions,EUR
000400000F70CD00,KTR-CFMP,Fire Emblem Warriors (N3DS Only),EUR
00040000001CA800,CTR-BLFP,Laytons Mystery Journey: Katrielle and the Millionaires Conspiracy,EUR
00040000001BEC00,CTR-AY3E,Culdcept Revolt,USA
00040000001CB400,CTR-BLFE,Laytons Mystery Journey: Katrielle and the Millionaires Conspiracy,USA
00040000001B8F00,CTR-BRME,Mario & Luigi: Superstar Saga + Bowsers Minions,USA
00040000001B5500,CTR-BB3P,Story of Seasons: Trio of Towns,EUR
00040000001BCA00,CTR-AY3P,Culdcept Revolt,EUR
000400000F70CC00,KTR-CFME,Fire Emblem Warriors (N3DS Only),USA
00040000001C5100,CTR-BMZE,Etrian Odyssey V: Beyond the Myth,USA
0004000000194B00,CTR-BRMJ,Mario & Luigi: RPG1 DX,JPN
00040000001B2400,CTR-AJ9J,Shin Megami Tensei: Deep Strange Journey,JPN
00040000001C2100,CTR-AJ8P,Kirby Battle Royale,EUR
00040000001A0400,CTR-AJHE,Super Mario Maker for Nintendo 3DS (Rev02),USA
00040000001C5300,CTR-BMZP,Etrian Odyssey V: Beyond the Myth,EUR
00040000001C4E00,CTR-BHRE,Mario Party: The Top 100,USA
00040000001C9A00,CTR-B2PJ,Idol Time PriPara: Yume All-Star Live!,JPN
00040000001C2E00,CTR-BT4J,Tamagotchi no Puchi Puchi Omisechi: Ninki no Omise Atsume Maseta,JPN
00040000001B5100,CTR-A2BA,Pokemon Ultra Moon,EUR
00040000001B5000,CTR-A2AA,Pokemon Ultra Sun,EUR
00040000001B5100,CTR-A2BA,Pocket Monsters Ultra Moon,JPN
00040000001B5000,CTR-A2AA,Pocket Monsters Ultra Sun,JPN
00040000001B5100,CTR-A2BA,Pokemon Ultra Moon,USA
00040000001B5000,CTR-A2AA,Pokemon Ultra Sun,USA
00040000001B8700,KTR-BD3E,Minecraft: New Nintendo 3DS Edition (N3DS Only),USA
00040000001CC600,CTR-BDJE,River City: Rival Showdown,USA
00040000001B2700,CTR-BYSE,Yo-kai Watch 2: Psychic Specters,USA
00040000001C2600,CTR-AJBP,Nintendo presents: New Style Boutique 3: Styling Star,EUR
00040000001A8B00,CTR-AJ8J,Kirby Battle Deluxe!,JPN
00040000001C3100,CTR-BVBJ,Beyblade Burst God,JPN
00040000001B9E00,CTR-AXRJ,Gyakuten Saiban 4,JPN
000400000019F600,CTR-AJBJ,Girls Mode 4: Star Stylist,JPN
00040000001C2D00,CTR-BG7J,Miracle Tunes! Game de Tune Up! Tabun!,JPN
00040000001B6D00,CTR-AJNP,Poochy & Yoshis Woolly World (DEMO),EUR
00040000000B1300,CTR-AKKF,Professeur Layton et le Masque des Miracles (DEMO),FRA
0004000000113A00,CTR-BZLP,The Legend of Zelda: A Link Between Worlds (DEMO),EUR
0004000000185900,CTR-AYWP,Yo-Kai Watch (DEMO),EUR
00040000001C4D00,CTR-BHRP,Mario Party: The Top 100,EUR
00040000001AA200,CTR-AKPJ,Shingeki no Kyoujin 2: Mirai no Zahyou,JPN
00040000001CC400,CTR-A22J,Bokujou Monogatari: Futago no Mura +,JPN
00040000001C2C00,CTR-BWKJ,Crayon Shin-Chan Gekiatsu! Oden wa Rudo Dai Konran!!,JPN
00040000001C4600,CTR-A2PJ,12-Sai. Torokeru Puzzle Futari no Harmony,JPN
00040000001CC300,CTR-B2CJ,PriPri Chi-chan! PriPri DecoRoom!,JPN
00040000001C2000,CTR-AJ8E,Kirby Battle Royale,USA
00040000001C2A00,CTR-BKUJ,Medarot Classics: Kabuto Version,JPN
00040000001C2B00,CTR-BKWJ,Medarot Classics: Kuwagata Version,JPN
00040000001C3000,CTR-B2SJ,SuiChara: Sweets Gakkou e Youkoso!,JPN
00040000001D0900,CTR-KBXJ,Battleminerz,JPN
00040000001C9400,CTR-BYNJ,Youkai Watch Busters 2: Hihou Densetsu Banbarayaa Sword,JPN
00040000001C9C00,CTR-BYMJ,Youkai Watch Busters 2: Hihou Densetsu Banbarayaa Magnum,JPN
00040000001C2F00,CTR-BC8J,Cake-ya San Monogatari: Ooishii Sweets o Tsukurou!,JPN
00040000000D8E00,CTR-BHPJ,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,JPN
000400000F70D400,KTR-CEGE,Guide The Ghost (N3DS Only),USA
00040000001C0A00,CTR-BHRJ,Mario Party 100: Mini Game Collection,JPN
00040000001CD900,CTR-BRBP,Radiant Historia: Perfect Chronology,EUR
00040000001C8F00,CTR-BRBE,Radiant Historia: Perfect Chronology,USA
000400000F701C00,KTR-CANJ,Neji Maki Knight 2 (N3DS Only),JPN
00040000001C9900,CTR-K9PJ,Oekaki Puzzle Pic-a-Pix,JPN
00040000001D1700,CTR-LPEJ,Link Picture Link-a-Pix,JPN
00040000001BE100,CTR-J3FJ,Pictlogica Final Fantasy,JPN
000400000F701700,KTR-CBRJ,The Binding of Isaac: Rebirth (N3DS),JPN
00040000001C1E00,CTR-A98A,Detective Pikachu,EUR
00040000001CA000,CTR-BNLJ,Doraemon: Nobita no Takarajima,JPN
00040000000E6C00,CTR-APNY,Disney Planes,EUR
00040000001C1E00,CTR-A98A,Meitantei Pikachu,JPN
0004000000189100,CTR-KBMJ,Battleminer,JPN
00040000001C1E00,CTR-A98A,Detective Pikachu,USA
00040000001CCD00,CTR-AL4E,The Alliance Alive,USA
000400000F705900,KTR-CDFJ,Dragon Fang (N3DS),JPN
00040000001A4B00,CTR-KJDJ,Doubutsu Sentai Zyuohger: Battle Cube Puzzle,JPN
00040000001B2800,CTR-BYSZ,Yo-kai Watch 2: Psychic Specters,EUR
00040000001CA400,CTR-BFBJ,Future Card Buddyfight: Tanjou! Oretachi no Saikyou Body!,JPN
00040000001C9500,CTR-BYCJ,Biyoushi Debut Monogatari: Top Sutairisuto o Mezasou!,JPN
00040000001CFE00,CTR-A3KJ,Tanoshiku - Omoshiroku - Kanken Shougakusei,JPN
00040000001C9600,CTR-BW2J,Wan Nyan Doubutsu Byouin Pet no Oisha-san ni Narou!,JPN
00040000001D0F00,CTR-BWAJ,Kawaii Pet to Kurasou! Wan Nyan & Idol Animal,JPN
00040000001A5A00,CTR-KR8J,Legna Tactica,JPN
00040000001C4900,CTR-A9EJ,The Dead Heat Breakers,JPN
00040000001A3300,CTR-JKCJ,Ikachan,JPN
00040000001ACD00,CTR-KBWJ,Brave Dungeon,JPN
00040000001CD200,CTR-AJ9E,Shin Megami Tensei: Strange Journey Redux,USA
00040000001CE100,CTR-AJ9P,Shin Megami Tensei: Strange Journey Redux,EUR
0004000000189800,CTR-AT3P,Kirby: Planet Robobot (DEMO),EUR
00040000001CF400,CTR-A9EP,Dillons Dead-Heat Breakers,EUR
00040000001AD300,CTR-KCKJ,Sayonara! HakoBoy!,JPN
0004000000120C00,CTR-EC6K,Chin gumoa Apateu,KOR
00040000001A0500,CTR-AJHP,Super Mario Maker for Nintendo 3DS (Rev02),EUR
0004000000196700,CTR-AFWJ,Choukaiten Sushi Striker: The Way of Sushido,JPN
00040000001C1D00,CTR-AFWP,Sushi Striker: The Way of Sushido,EUR
00040000001CB000,CTR-BZPJ,Susume! Kinopio Taichou,JPN
00040000001CB200,CTR-BZPP,Captain Toad: Treasure Tracker,EUR
00040000001C1C00,CTR-AFWE,Sushi Striker: The Way of Sushido,USA
00040000001D1C00,CTR-AWXA,WarioWare Gold,EUR
0004000000078500,CTR-ADNJ,Danball Senki Baku Boost,JPN
00040000001CA300,CTR-BZMJ,Sekaiju no Meikyuu X Cross,JPN
00040000001D1C00,CTR-AWXA,Made in Wario Gorgeous,JPN
00040000001CB100,CTR-BZPE,Captain Toad: Treasure Tracker,USA
00040000001D1C00,CTR-AWXA,WarioWare Gold,USA
00040000001CEF00,CTR-BYBE,Yo-kai Watch Blasters: White Dog Squad,USA
00040000001D1500,CTR-A3RP,Mario & Luigi: Bowsers Inside Story + Bowser Jrs Journey,EUR
00040000001D1400,CTR-A3RE,Mario & Luigi: Bowsers Inside Story + Bowser Jrs Journey,USA
00040000001D1800,CTR-BGNJ,RuÄ«ji Manshon [Rev 1],JPN
00040000001D1A00,CTR-BGNP,Luigis Mansion,EUR
00040000001D1900,CTR-BGNE,Luigis Mansion,USA
00040000001D1E00,CTR-BE4E,Kirbys Extra Epic Yarn,USA
00040000001D1F00,CTR-BE4P,Kirbys Extra Epic Yarn,EUR
00040000001D1200,CTR-BE4J,Keito no Kirby Plus [Rev 1],JPN
00040000001D5200,CTR-BZMP,Etrian Odyssey Nexus,EUR
00040000001D4E00,CTR-BZME,Etrian Odyssey Nexus,USA
00040000001BF900,CTR-BRZP,3in1 Horses,EUR
00040000001CBC00,CTR-BG9E,Jake Hunter Detective Story: Ghost of the Dusk,USA
00040000001D6700,CTR-ALZE,Yo-Kai Watch 3,USA
00040000001D6800,CTR-ALZP,Yo-Kai Watch 3,EUR
00040000001CBE00,CTR-AQ2J,Persona Q2 - New Cinema Labyrinth,JPN
00040000001D7600,CTR-AQ2P,Persona Q2 - New Cinema Labyrinth,EUR
00040000001D7100,CTR-AQ2E,Persona Q2 - New Cinema Labyrinth,USA
00040000001D9300,CTR-AUTE,Atooi Collection,USA
