serial,name,region
T000000-00,Lufia & The Fortress of Doom (USA) (Proto),USA
00000000-00,Lunch Break (World),World
00000000-00,Lyle in Cube Sector (World) (v1.01),World
MK-1402-01,"M-1 Abrams Battle Tank (USA, Europe)",USA
MK-4407-00,MD Sonic The Hedgehog (World),World
T-50816-00,MLBPA Baseball (USA),USA
T-35046-00,MUSHA - Metallic Uniframe Super Hybrid Armor (USA),USA
T-35046-00,"MUSHA - Metallic Uniframe Super Hybrid Armor (USA, Europe) (Switch Online)",USA
MDMFF-BK-05,Mad Stalker - Full Metal Forth (Japan) (En) (Columbus Circle),Japan
00000000-06,"Mad Stalker - Full Metal Forth (USA, Europe) (Strictly Limited Games)",USA
T-50676-00,"Madden NFL '94 (USA, Europe)",USA
T-50926-00,"Madden NFL 95 (USA, Europe)",USA
T-172076-00,"Madden NFL 96 (USA, Europe)",USA
T-172136-00,"Madden NFL 97 (USA, Europe)",USA
T-172196-00,Madden NFL 98 (USA),USA
T-66023-00,Madou Monogatari I (Japan),Japan
4024-00,Magic Bubble (Taiwan) (En),Taiwan
SF-008,"Magic Girl (USA, Europe) (Super Fighter Team)",USA
MK-1558-00,"Magic School Bus, The - Space Exploration Game (USA)",USA
MK-0000-00,"Magic School Bus, The - Space Exploration Game (USA) (Beta 1)",USA
MK-1558-00,"Magic School Bus, The - Space Exploration Game (USA) (Beta 10)",USA
MK-1558-00,"Magic School Bus, The - Space Exploration Game (USA) (Beta 11)",USA
MK-1558-00,"Magic School Bus, The - Space Exploration Game (USA) (Beta 12)",USA
MK-0000-00,"Magic School Bus, The - Space Exploration Game (USA) (Beta 2)",USA
MK-0000-00,"Magic School Bus, The - Space Exploration Game (USA) (Beta 3)",USA
MK-0000-00,"Magic School Bus, The - Space Exploration Game (USA) (Beta 4)",USA
MK-0000-00,"Magic School Bus, The - Space Exploration Game (USA) (Beta 5)",USA
MK-0000-00,"Magic School Bus, The - Space Exploration Game (USA) (Beta 6)",USA
MK-0000-00,"Magic School Bus, The - Space Exploration Game (USA) (Beta 7)",USA
MK-0000-00,"Magic School Bus, The - Space Exploration Game (USA) (Beta 8)",USA
MK-1558-00,"Magic School Bus, The - Space Exploration Game (USA) (Beta 9)",USA
G-4041-00,Magical Hat no Buttobi Turbo! Daibouken (Japan),Japan
G-4068-00,Magical Taruruuto-kun (Japan),Japan
G-4015-00,Mahjong Cop Ryuu - Shiro Ookami no Yabou (Japan),Japan
MDGM-0001-0001,Mahjong Qingren (Taiwan),Taiwan
00000000-00,Mai Nurse (World) (v1.02),World
T-25053-00,Mamono Hunter Youko - Dai 7 no Keishou (Japan),Japan
T-120076-50,Man Overboard! (Europe),Europe
00000000-00,Mansion of Sadness (World) (El),World
00000000-00,Mansion of Sadness (World) (En),World
T-11143-00,Maou Renjishi (Japan),Japan
T-48113-00,Marble Madness (Japan) (En),Japan
T-50306-00,"Marble Madness (USA, Europe)",USA
00000000-00,Mario 3 - Around the World (Russia),Russia
T-50806-00,"Mario Andretti Racing (USA, Europe)",USA
MK-1210-00,"Mario Lemieux Hockey (USA, Europe)",USA
T-88086-00,Marko (USA),USA
T-88086-00,"Marko's Magic Football (Europe) (En,Fr,De,Es)",Europe
T-XXXXX-00,"Marko's Magic Football (Europe) (En,Fr,De,Es) (Beta)",Europe
MK-1841-00,"Marsupilami (Europe) (En,Fr,De,Es,It)",Europe
MK-1841-00,"Marsupilami (USA) (En,Fr,De,Es,It)",USA
T-14093-01,Marvel Land (Japan),Japan
T-14046-00,Marvel Land (USA),USA
T-14093-01,Marvel Land (USA) (Beta),USA
T-93086-00,Mary Shelley's Frankenstein (USA),USA
T-63013-03,Master of Monsters (Japan),Japan
T-63013-00,Master of Monsters (Japan) (Beta),Japan
T-63013-03,Master of Monsters (USA),USA
T-11063-00,Master of Weapon (Japan) (En),Japan
T-46023-00,Maten no Soumetsu (Japan),Japan
T-152016-00,Math Blaster - Episode 1 (USA),USA
G-4078-00,Mazin Saga (Asia) (En),Asia
G-4078-00,"Mazin Saga (Japan, Korea) (Ja)",Japan
T-23036-00,Mazin Saga - Mutant Fighter (USA),USA
MK-1069-00,Mazin Wars (Europe),Europe
MK-01067-00,McDonald's Treasure Land Adventure (Europe),Europe
G-004102-00,McDonald's Treasure Land Adventure (Japan),Japan
00001105-03,"McDonald's Treasure Land Adventure (Japan) (En,Ja) (Beta)",Japan
MK-1067-00,McDonald's Treasure Land Adventure (USA),USA
00054503-00,Medal City (Japan) (Sega Game Toshokan),Japan
MK-1195,Mega 6 Vol. 3 (Europe),Europe
00000000-00,Mega Ataxx (World),World
MK-1573-00,"Mega Bomberman (Europe, Korea) (En)",Europe
MK-1573-00,Mega Bomberman (USA),USA
MK-0000-00,"Mega Casanova (World) (En,Ru) (v1.3) (Digital)",World
MK-0000-00,"Mega Casanova 2 (World) (En,De,Ru) (Digital)",World
MK-0000-00,"Mega Casanova 3 (World) (En,De,Ru) (Digital)",World
MK-0000-00,"Mega Cheril Perils (World) (En,Es)",World
MK-0000-00,Mega Flappy Sis (World),World
MK-1707-50,Mega Games 2 (Europe),Europe
MK-1708-50,"Mega Games 3 (Europe, Asia) (En)",Europe
MK-1188,Mega Games 6 (Europe),Europe
MK-1189,Mega Games 6 Vol. 2 (Europe),Europe
00000000-00,"Mega Games I (USA, Europe)",USA
T-12046-00,Mega Man - The Wily Wars (Europe),Europe
T-12053-00,Mega Man - The Wily Wars (USA) (Genesis Mini),USA
T-12053-00,Mega Man - The Wily Wars (World) (Retro-Bit),World
00000000-01,Mega Man X (World) (ROM 2) (Demo 1),World
00000000-01,Mega Man X (World) (ROM 2) (Demo 2),World
XXXXXXXX-XX,Mega Mindtris (World),World
XXXXXXXX-XX,Mega Mindtris (World) (v1.2),World
00000000-00,Mega Pang (World) (Proto),World
00000000-00,Mega Platform Countdown (World),World
00000000-00,Mega Q-bert (World) (v1.2),World
00000000-00,Mega Q-bert (World) (v1.2) (PAL),World
19760107-01,Mega R-Type (World) (Demo 1),World
19760107-01,Mega R-Type (World) (Demo 2),World
T-48366-00,Mega SWIV (Europe),Europe
00000000-00,Mega Slow Mole (World) (Demo 3),World
00000000-00,Mega Slow Mole (World) (Demo 4),World
00000000-00,Mega Slow Mole (World) (Demo 5),World
T-93246-50,Mega Turrican (Europe),Europe
00000001-00,Mega Turrican (Japan) (En) (Proto),Japan
T-13086-00,Mega Turrican (USA),USA
T-13086-00,"Mega Turrican (USA, Europe) (Virtual Console)",USA
T-13086-00,"Mega Turrican - Director's Cut (USA, Europe)",USA
NEKO0000-00,Mega Xmas '89 (World),World
T-68053-00,Mega lo Mania (Japan),Japan
T-70056-00,Mega-lo-Mania (Europe),Europe
C-19921-01,Mega-lo-Mania (Europe) (Beta),Europe
T-70056-00,Mega-lo-Mania (France),France
T-70056-00,Mega-lo-Mania (World) (Evercade),World
00054503-00,MegaMind (Japan) (Sega Game Toshokan),Japan
T-14073-00,MegaPanel (Japan),Japan
68850514-00,MegaSurvivor (World),World
T-14113-00,MegaTrax (Japan) (En),Japan
00000000-00,Megapong (World) (v1.1),World
00000000-00,Megarunner (World),World
GAXE-001-00,Meka Grappler X (World),World
MK-1658-00,"Menacer - 6-Game Cartridge (USA, Europe)",USA
T-24046-00,Menghuan Moni Zhan (China) (Pirate),China
T-025143-01,Menghuan Moni Zhan 2 (China) (Pirate),China
5503-00,Menghuan Zhi Xing III (China) (Pirate),China
G-005534-00,Mengnake Huangzu - Zuizhong Zhandou Chuanshuo (China) (Pirate),China
00001119-00,"Mercs (World) (En,Ja)",World
86747378-00,Merry Xmas (World) (Proto),World
MK-0000-00,Metal Blast 2277 (World),World
T-60033-01,Metal Fangs (Japan),Japan
XXXXXXXX-XX,Metal Gear (World),World
XXXXXXXX-XX,Metal Gear (World) (v1.1),World
00000000-00,Metal Slug (World) (Proto),World
00000000-00,Metal Slug Warfare (World) (Demo 1),World
00000000-00,Metal Slug Warfare (World) (Demo 2),World
00000000-00,Metal Slug Warfare (World) (Demo 3),World
00000000-00,Metal Slug Warfare (World) (Demo 4),World
00000000-00,Metal Slug Warfare (World) (Demo 5),World
00004028-00,"Michael Jackson's Moonwalker (Japan, USA) (En)",Japan
00004017-00,"Michael Jackson's Moonwalker (Japan, USA) (En) (Beta)",Japan
00004028-01,Michael Jackson's Moonwalker (World) (Rev A),World
T-70066-00,Mick & Mack as the Global Gladiators (USA),USA
T-70066-00,Mick & Mack as the Global Gladiators (USA) (Beta),USA
T-93216-00,Mickey Mania (Europe),Europe
G-4131-00,Mickey Mania - The Timeless Adventures of Mickey Mouse (Japan),Japan
T-93156-00,Mickey Mania - The Timeless Adventures of Mickey Mouse (USA),USA
T-113016-50,Mickey Mania - The Timeless Adventures of Mickey Mouse (USA) (Beta 1),USA
T-113016-50,Mickey Mania - The Timeless Adventures of Mickey Mouse (USA) (Beta 2),USA
T112046-00,Mickey's Ultimate Challenge (USA),USA
00000000-00,Micro Machines (Europe),Europe
00000000-00,Micro Machines (Europe) (Rev 1),Europe
00000000-00,Micro Machines (Europe) (Rev 2),Europe
00000000-00,Micro Machines (USA) (Rev 1),USA
00000000-00,Micro Machines - Military (Europe) (Beta),Europe
00000000-00,Micro Machines - Military (Europe) (J-Cart),Europe
00000000-00,Micro Machines - Turbo Tournament 96 (Europe) (J-Cart),Europe
00000000-00,Micro Machines - Turbo Tournament 96 (Europe) (Rev 1) (J-Cart),Europe
T-120096-50,Micro Machines 2 - Turbo Tournament (Europe),Europe
T-120096-50,Micro Machines 2 - Turbo Tournament (Europe) (Beta 1),Europe
00000000-00,Micro Machines 2 - Turbo Tournament (Europe) (Beta 2),Europe
T-13043-00,Midnight Resistance (Japan),Japan
T-13016-00,Midnight Resistance (USA),USA
T-13016-00,Midnight Resistance (World) (Evercade),World
T-97126-50,Midway Presents Arcade's Greatest Hits (Europe),Europe
T-088026-00,"Mig-29 Fighter Pilot (Europe) (En,Fr,De,Es,It,Nl,Sv,Fi)",Europe
T-48133-00,Mig-29 Fighter Pilot (Japan),Japan
T-088026-00,Mig-29 Fighter Pilot (USA),USA
T-50166-01,"Might and Magic - Gates to Another World (USA, Europe)",USA
T-XXXXX-XX,Might and Magic III - Isles of Terra (USA) (Proto),USA
00000000-00,Mighty Mighty Missile (World),World
00000000-00,Mighty Mighty Missile (World) (Classic Gaming Expo 2004),World
MK-1570-00,Mighty Morphin Power Rangers (Europe),Europe
MK-1570-00,Mighty Morphin Power Rangers (Europe) (Beta),Europe
MK-1570-00,Mighty Morphin Power Rangers (USA),USA
T-xxxxx-xx,Mighty Morphin Power Rangers (USA) (Beta 1),USA
T-xxxxx-xx,Mighty Morphin Power Rangers (USA) (Beta 2),USA
MK-1570-00,Mighty Morphin Power Rangers (USA) (Beta 3),USA
MK-1570-00,Mighty Morphin Power Rangers (USA) (Beta 4),USA
MK-1570-00,Mighty Morphin Power Rangers (USA) (Beta 5),USA
MK-1578-00,Mighty Morphin Power Rangers - The Movie (Europe),Europe
MK-1578-00,Mighty Morphin Power Rangers - The Movie (USA),USA
T-133037-00,Mighty Morphin Power Rangers - The Movie (USA) (Beta 1),USA
MK-1578-00,Mighty Morphin Power Rangers - The Movie (USA) (Beta 2),USA
MK-1578-00,Mighty Morphin Power Rangers - The Movie (USA) (Beta 3),USA
MK-1578-00,Mighty Morphin Power Rangers - The Movie (USA) (Beta 4),USA
ACLD005-00,"Mike Ditka Power Football (USA, Europe)",USA
ACLD005-00,"Mike Ditka Power Football (USA, Europe) (Alt)",USA
00000000-43,Mikeyeldey - The Album (World),World
T-49073-00,Minato no Traysia (Japan),Japan
00000000-00,Miner Mole (World) (Proto),World
SIK-MINI-02,Miniplanets (World) (v1.2),World
SIK-MINI-03,Miniplanets (World) (v1.3),World
SIK-MINI-04,Miniplanets Remix (World),World
T-13106-00,Minnesota Fats - Pool Legend (USA),USA
T-87056-00,"Miracle Piano Teaching System, The (USA)",USA
RS333444-01,Misplaced (World) (En),World
RS333444-01,Misplaced (World) (Ru),World
00000000-00,Mission - Cleanup (World),World
T-380160-00,Mondu's Fight Palace (USA) (Beta),USA
T-89026-00,Monopoly (USA),USA
T-89026-00,Monopoly (USA) (Beta),USA
G-5519-00,Monster World IV (Japan),Japan
G-9999-00,"Monster World IV (USA, Europe) (En,Ja) (Virtual Console)",USA
G-9999-00,"Monster World IV (World) (En,Ja) (Genesis Mini, Mega Drive Mini)",World
T-81186-01,"Mortal Kombat (USA, Europe) (Rev A) (Beta)",USA
T-81186-00,Mortal Kombat (World),World
T-81536-50,Mortal Kombat 3 (Europe),Europe
T-097116-00,Mortal Kombat 3 (USA),USA
T-081346-00,Mortal Kombat II (World),World
00000000-00,Mosaico (Brazil) (Super Mega Drive 3),Brazil
00000000-00,Mountain Sports (USA) (Auto Demo),USA
T-164016-00,Mr. Nutz (Europe),Europe
00000001-00,Mr. Nutz - Hoppin' Mad (Europe) (Proto),Europe
00000000-00,Ms. Bell's Music Class (World) (En),World
T-48036-00,"Ms. Pac-Man (USA, Europe)",USA
T-49083-00,Mugen Senshi Valis (Japan),Japan
T-70096-00,Muhammad Ali Heavyweight Boxing (Europe),Europe
T-70056-00,Muhammad Ali Heavyweight Boxing (USA),USA
T-XXXXX-XX,Muhammad Ali Heavyweight Boxing (USA) (Beta 1),USA
T-XXXXX-XX,Muhammad Ali Heavyweight Boxing (USA) (Beta 2),USA
T-35013-00,Musha Aleste (Japan),Japan
T-35013-00,Musha Aleste (Japan) (Switch Online),Japan
T-106183-00,Mutant League Football (Japan),Japan
T-50566-00,"Mutant League Football (USA, Europe)",USA
T-50766-00,"Mutant League Hockey (USA, Europe)",USA
00000000-00,Mutuca (World) (Proto 1),World
00000000-00,Mutuca (World) (Pt) (Proto 2),World
00000005-00,Mysterious Adventures (World) (Proto),World
00001011-00,"Mystic Defender (USA, Europe) (En,Ja)",USA
00001011-00,"Mystic Defender (USA, Europe) (En,Ja) (Beta)",USA
00001011-01,"Mystic Defender (USA, Europe) (En,Ja) (Rev A)",USA
T-11143-00,Mystical Fighter (USA),USA
00000000-00,Mythdragon - A Dream of Hunting (World) (v1.6.0),World
MK-1221-00,NBA Action '94 (USA),USA
MK-1221-00,NBA Action '94 (USA) (Beta 1),USA
MK-1221-00,NBA Action '94 (USA) (Beta 2),USA
MK-1236-00,"NBA Action '95 Starring David Robinson (USA, Europe)",USA
0000000-70,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 1)",USA
MK-1236-00,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 10)",USA
0000000-92,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 11)",USA
0000000-99,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 12)",USA
0000000-a2,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 13)",USA
MK-1236-00,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 14)",USA
MK-1236-00,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 15)",USA
MK-1236-00,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 16)",USA
MK-1236-00,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 17)",USA
MK-1236-00,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 18)",USA
MK-1236-00,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 19)",USA
0000000-77,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 2)",USA
MK-1236-00,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 20)",USA
MK-1236-00,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 21)",USA
MK-1236-00,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 22)",USA
MK-1236-00,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 23)",USA
MK-1236-00,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 24)",USA
MK-1236-00,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 25)",USA
0000000-7a,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 3)",USA
0000000-7f,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 4)",USA
0000000-80,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 5)",USA
MK-1236-00,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 6)",USA
MK-1236-00,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 7)",USA
MK-1236-00,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 8)",USA
0000000-90,"NBA Action '95 Starring David Robinson (USA, Europe) (Beta 9)",USA
T-081126-00,"NBA All-Star Challenge (USA, Europe)",USA
T-97136-50,NBA Hang Time (Europe),Europe
T-97136-00,NBA Hang Time (USA),USA
T-81033-00,NBA Jam (Japan) (En),Japan
T-081326-00,"NBA Jam (USA, Europe)",USA
T-XXXXX-00,"NBA Jam (USA, Europe) (Beta)",USA
T-081326-01,"NBA Jam (USA, Europe) (Rev 1)",USA
T-81406-00,NBA Jam - Tournament Edition (World),World
T-50936-00,"NBA Live 95 (USA, Europe)",USA
T-172056-00,"NBA Live 96 (USA, Europe)",USA
T-172166-00,"NBA Live 97 (USA, Europe)",USA
T-172186-00,NBA Live 98 (USA),USA
T-50936-00,NBA Live Nong-gu 95 (Korea),Korea
T-106173-00,NBA Playoffs - Bulls vs Blazers (Japan),Japan
T--------00,NBA Pro Basketball '94 (Japan),Japan
T-106133-00,NBA Pro Basketball - Bulls vs Lakers and the NBA Playoffs (Japan),Japan
T-50756-00,"NBA Showdown '94 (USA, Europe)",USA
T-158016-00,NCAA Final Four Basketball (USA),USA
T-148066-00,NCAA Final Four Special Edition (USA) (Demo 1) (Sega Channel),USA
T-148066-00,NCAA Final Four Special Edition (USA) (Demo 2) (Sega Channel),USA
T-87106-00,NCAA Football (USA),USA
MK-1237-00,NFL '95 (USA),USA
T-00000-00,NFL '95 (USA) (Beta 1),USA
MK-1237-00,NFL '95 (USA) (Beta 10),USA
MK-1237-00,NFL '95 (USA) (Beta 11),USA
MK-1237-00,NFL '95 (USA) (Beta 12),USA
MK-1237-00,NFL '95 (USA) (Beta 13),USA
MK-1237-00,NFL '95 (USA) (Beta 14),USA
MK-1237-00,NFL '95 (USA) (Beta 15),USA
MK-1237-00,NFL '95 (USA) (Beta 16),USA
MK-1237-00,NFL '95 (USA) (Beta 17),USA
MK-1237-00,NFL '95 (USA) (Beta 18),USA
MK-1237-00,NFL '95 (USA) (Beta 19),USA
T-00000-00,NFL '95 (USA) (Beta 2),USA
MK-1237-00,NFL '95 (USA) (Beta 20),USA
MK-1237-00,NFL '95 (USA) (Beta 21),USA
T-00000-00,NFL '95 (USA) (Beta 3),USA
T-00000-00,NFL '95 (USA) (Beta 4),USA
T-00000-00,NFL '95 (USA) (Beta 5),USA
T-00000-00,NFL '95 (USA) (Beta 6),USA
T-00000-00,NFL '95 (USA) (Beta 7),USA
T-00000-00,NFL '95 (USA) (Beta 8),USA
MK-1237-00,NFL '95 (USA) (Beta 9),USA
MK-1243-00,NFL 98 (USA),USA
MK-1225-00,NFL Football '94 (Japan) (En),Japan
MK-1225-00,NFL Football '94 (Japan) (En) (Sega Channel),Japan
MK-1225-00,NFL Football '94 Starring Joe Montana (USA),USA
T-106263-00,NFL Pro Football '94 (Japan),Japan
T-081276-00,NFL Quarterback Club (World),World
T-081586-00,"NFL Quarterback Club 96 (USA, Europe)",USA
MK-1216-00,"NFL Sports Talk Football '93 Starring Joe Montana (USA, Europe)",USA
MK-1216-01,"NFL Sports Talk Football '93 Starring Joe Montana (USA, Europe) (Rev A)",USA
G-1D5511-00,NHK Taiga Drama - Taiheiki (Japan),Japan
T-50656-00,"NHL '94 (USA, Europe)",USA
T-50656-00,"NHL '94 (USA, Europe) (NHL 06)",USA
T-50856-00,"NHL 95 (USA, Europe)",USA
T-172036-00,"NHL 96 (USA, Europe)",USA
T-172146-03,"NHL 97 (USA, Europe)",USA
T-172176-00,NHL 98 (USA),USA
MK-1230-00,NHL All-Star Hockey 95 (USA),USA
XXXXXXXX-XX,NHL All-Star Hockey 95 (USA) (Beta 1),USA
MK-1230-00,NHL All-Star Hockey 95 (USA) (Beta 10),USA
MK-1230-00,NHL All-Star Hockey 95 (USA) (Beta 11),USA
MK-1230-00,NHL All-Star Hockey 95 (USA) (Beta 12),USA
MK-1230-00,NHL All-Star Hockey 95 (USA) (Beta 13),USA
MK-1230-00,NHL All-Star Hockey 95 (USA) (Beta 14),USA
MK-1230-00,NHL All-Star Hockey 95 (USA) (Beta 15),USA
MK-1230-00,NHL All-Star Hockey 95 (USA) (Beta 16),USA
XXXXXXXX-XX,NHL All-Star Hockey 95 (USA) (Beta 2),USA
XXXXXXXX-XX,NHL All-Star Hockey 95 (USA) (Beta 3),USA
XXXXXXXX-XX,NHL All-Star Hockey 95 (USA) (Beta 4),USA
XXXXXXXX-XX,NHL All-Star Hockey 95 (USA) (Beta 5),USA
MK-1230-00,NHL All-Star Hockey 95 (USA) (Beta 6),USA
MK-1230-00,NHL All-Star Hockey 95 (USA) (Beta 7),USA
MK-1230-00,NHL All-Star Hockey 95 (USA) (Beta 8),USA
MK-1230-00,NHL All-Star Hockey 95 (USA) (Beta 9),USA
T-50236-00,NHL Hockey (USA),USA
T-50236-00,NHL Hockey (USA) (Rev 1) (Beta),USA
T-122016-00,NHLPA Hockey (USA) (Proto) (HeartBeat Catalyst),USA
T-50396-00,"NHLPA Hockey 93 (USA, Europe)",USA
T-50396-01,"NHLPA Hockey 93 (USA, Europe) (Rev 1)",USA
T-50236-00,"NHLPA Hockey 93 (USA, Europe) (Rev 1) (Sample)",USA
T-50396-00,"NHLPA Hockey 93 (USA, Europe) (Rev 2)",USA
T-72023-00,Nakajima Satoru Kanshuu - F-1 Hero MD (Japan),Japan
T-72013-00,Nakajima Satoru Kanshuu - F1 Grand Prix (Japan),Japan
T-72033-00,Nakajima Satoru Kanshuu - F1 Super License (Japan),Japan
T-74033-00,Nekketsu Koukou Dodgeball-bu - Soccer Hen MD (Japan),Japan
G-5527-00,New 3D Golf Simulation - Devil's Course (Japan),Japan
T-114033-00,New 3D Golf Simulation - Harukanaru Augusta (Japan),Japan
G-5525-00,New 3D Golf Simulation - Pebble Beach no Hatou (Japan),Japan
G-5529-00,New 3D Golf Simulation - Waialae no Kiseki (Japan),Japan
T-76126-00,New Horizons (USA),USA
BT-104-00,New Super Mario Bros. + Tanchiki (Russia),Russia
00000000-00,New World Merchants (World),World
T-11013-00,"NewZealand Story, The (Japan) (En)",Japan
T-081366-00,Newman Haas IndyCar Featuring Nigel Mansell (World),World
99999999-99,Nick Faldo's Championship Golf (Europe) (Proto),Europe
T-95186-00,Nigel Mansell's World Championship Racing (Europe),Europe
T-83066-00,Nigel Mansell's World Championship Racing (USA),USA
00000000-00,NightVein (World) (Demo 1),World
00000000-00,NightVein (World) (Demo 2),World
00000000-00,NightVein (World) (Demo 3),World
MK-1575-00,Nightmare Circus (Brazil) (En),Brazil
T-000000-00,Nightmare Circus (Brazil) (En) (Beta 1),Brazil
MK-1575-00,Nightmare Circus (Brazil) (En) (Beta 2),Brazil
00000000-00,Nightmare Fuel (World) (Demo 1),World
G-4522-00,Nikkan Sports Pro Yakyuu VAN (Japan),Japan
G-4524-00,Ninja Burai Densetsu (Japan),Japan
00005502-00,Ninja Burai Densetsu (Japan) (Beta),Japan
00000000-00,Ninja Gaiden (Japan) (En) (Proto),Japan
T-113086-00,No Escape (USA),USA
T-76013-10,Nobunaga no Yabou - Bushou Fuuunroku (Japan),Japan
T-76153-00,Nobunaga no Yabou - Haouden (Japan),Japan
T-76133-00,Nobunaga no Yabou - Zenkoku Ban (Japan),Japan
T-76076-00,Nobunaga's Ambition (USA),USA
T-50786-00,"Normy's Beach Babe-O-Rama (USA, Europe)",USA
MK-1831-00,Nuclear Rush (USA) (Proto),USA
00000000-00,Numbloxx (World),World
MK-0000-00,Nyordax (World),World
T-19401J00,Nyuushi Chokuzen Check - Nanmon Kimon Kiki Kaikai (Japan) (Sega Channel),Japan
00000000-00,Ocean Beach Volley (World) (Proto),World
00000000-00,Odeio Carros (World),World
00000000-00,Oh Mummy Genesis (World),World
00000000-00,Old Towers (USA) (Piepacker),USA
00000000-00,Old Towers (World),World
00000000-00,Old Towers (World) (v1.1),World
76334511-12,Old Towers (World) (v1.2),World
T-79016-50,"Olympic Gold (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv)",Europe
T-79016-00,"Olympic Gold (Japan, USA) (En,Fr,De,Es,It,Nl,Pt,Sv)",Japan
T-79016-00,"Olympic Gold (Japan, USA, Korea) (En,Fr,De,Es,It,Nl,Pt,Sv) (Rev A)",Japan
T-100116-50,Olympic Summer Games (Europe),Europe
T-100116-00,Olympic Summer Games (USA),USA
00000000-00,Omega Blast (World) (Ja),World
00001011-00,On Dal Jang Goon (Korea),Korea
ACLD004-00,"Onslaught (USA, Europe)",USA
MK-1572-50,"Ooze, The (Europe)",Europe
MK-1572-50,"Ooze, The (Europe) (Beta)",Europe
MK-1572-00,"Ooze, The (Japan, USA) (En)",Japan
MK-1572-00,"Ooze, The (USA) (Beta 1)",USA
MK-1572-00,"Ooze, The (USA) (Beta 2)",USA
MK-1572-00,"Ooze, The (USA) (Beta 3)",USA
MK-1572-00,"Ooze, The (USA) (Beta 4)",USA
MK-1572-00,"Ooze, The (USA) (Beta 5)",USA
MK-1572-00,"Ooze, The (USA) (Beta 6)",USA
T-76096-00,Operation Europe - Path to Victory 1939-45 (USA),USA
00000000-00,Or Maybe This Is the Perfect Life (World),World
00000000-00,Or Maybe This Is the Perfect Life - The Harry Fox Story (World),World
WUFSGRBL-00,Ordinary Gerbil (World),World
00004005-01,Osomatsu-kun Hachamecha Gekijou (Japan),Japan
MK1531-00,"Ottifants, The (Europe) (De) (Beta)",Europe
MK1531-00,"Ottifants, The (Europe) (En,Fr,De,Es,It)",Europe
T-70106-00,Out of This World (USA),USA
00000000-00,Out of This World (USA) (Beta),USA
????????-??,Out of the Vortex (USA) (Proto 1),USA
MK-1540-00,Out of the Vortex (USA) (Proto 2),USA
00004052-00,OutRun (Japan) (En),Japan
00004052-00,OutRun (USA) (Sega Smash Pack),USA
00004052-00,"OutRun (USA, Europe)",USA
MK-1118-50,OutRun 2019 (Europe),Europe
T-44033-00,OutRun 2019 (Japan) (En),Japan
MK-1118-00,OutRun 2019 (USA),USA
MK-1118-00,OutRun 2019 (USA) (Beta),USA
G-4119-00,OutRunners (Japan) (En),Japan
T-13096-00,OutRunners (USA),USA
T-13096-00,OutRunners (USA) (Sega Channel),USA
T-122026-00,Outback Joey (USA) (HeartBeat Catalyst),USA
T-87036-00,Outlander (USA),USA
T-87036-00,Outlander (USA) (Beta),USA
T-122036-00,Outworld 2375 A.D. (USA) (HeartBeat Catalyst),USA
TITAN002-XX,Overdrive 2 (World) (Revision 2017),World
00004014-00,Ozaki Naomichi no Super Masters (Japan),Japan
T-76056-00,P.T.O. - Pacific Theater of Operations (USA),USA
T-50796-00,"PGA European Tour (USA, Europe)",USA
T-172066-00,"PGA Tour 96 (USA, Europe)",USA
T-50086-01,"PGA Tour Golf (USA, Europe)",USA
T-50086-02,"PGA Tour Golf (USA, Europe) (Rev 1)",USA
T-106113-00,PGA Tour Golf II (Japan),Japan
T-50486-00,"PGA Tour Golf II (USA, Europe)",USA
T-50486-01,"PGA Tour Golf II (USA, Europe) (Rev 1)",USA
T-50946-00,"PGA Tour Golf III (USA, Europe)",USA
T-14116-00,Pac-Attack (USA),USA
T-14126-00,Pac-Man 2 - The New Adventures (USA),USA
T-48056-00,"Pac-Mania (USA, Europe)",USA
T-14116-00,Pac-Panic (Europe),Europe
T-73013-02,Pachinko Kuunyan (Japan),Japan
00054503-00,Paddle Fighter (Japan) (Game no Kanzume Otokuyou),Japan
