serial,name,region
SNS-3Z,Demon's Crest (USA),USA
SNSP-4D,Dennis (Europe),Europe
SNS-4D,Dennis the Menace (USA),USA
SHVC-BOBJ,Densetsu no Ogre Battle - The March of the Black Queen (Japan),Japan
SHVC-BOBJ,Densetsu no Ogre Battle - The March of the Black Queen (Japan) (NP),Japan
SHVC-JQ,Derby Jockey - Kishu Ou e no Michi (Japan),Japan
SHVC-JQ,Derby Jockey - Kishu Ou e no Michi (Japan) (Rev 1),Japan
SHVC-A2DJ-JPN,Derby Jockey 2 (Japan),Japan
SHVC-ZDBJ-JPN,Derby Stallion 96 (Japan),Japan
SHVC-BDBJ-JPN,Derby Stallion 98 (Japan) (NP),Japan
SHVC-A7,Derby Stallion II (Japan),Japan
SHVC-AD3J-JPN,Derby Stallion III (Japan),Japan
SHVC-AD3J-JPN,Derby Stallion III (Japan) (Rev 1),Japan
SHVC-AD3J-JPN,Derby Stallion III (Japan) (Rev 2),Japan
SHVC-AD3J-JPN,Derby Stallion III (Japan) (Rev 3),Japan
SNSP-OS,Desert Fighter (Europe),Europe
SHVC-OS-JPN,Desert Fighter - Suna no Arashi Sakusen (Japan),Japan
SNSP-RG,Desert Strike - Return to the Gulf (Europe),Europe
SNS-RG,Desert Strike - Return to the Gulf (USA),USA
SHVC-RG,Desert Strike - Wangan Sakusen (Japan),Japan
SHVC-EA,Destructive (Japan),Japan
SHVC-ADRJ-JPN,Dharma Doujou (Japan),Japan
SNS-VH-USA,Dig & Spike Volleyball (USA),USA
SHVC-DF,Dimension-Force (Japan),Japan
SNS-DW,Dino City (USA),USA
SNSP-ADSP-EUR,"Dino Dini's Soccer! (Europe) (En,Fr,De)",Europe
SHVC-DW,Dinowars - Kyouryuu Oukoku e no Daibouken (Japan),Japan
SNSP-ADIP-EUR,"Dirt Racer (Europe) (En,Fr,De)",Europe
SNSP-AF9P-EUR,Dirt Trax FX (Europe),Europe
SNS-AF9E-USA,Dirt Trax FX (USA),USA
SHVC-AM4J-JPN,Do-Re-Mi Fantasy - Milon no Dokidoki Daibouken (Japan),Japan
SHVC-AIXJ-JPN,Dokapon 3-2-1 - Arashi o Yobu Yuujou (Japan),Japan
SHVC-AIXJ-JPN,Dokapon 3-2-1 - Arashi o Yobu Yuujou (Japan) (Rev 1),Japan
SHVC-AGNJ-JPN,Dokapon Gaiden - Honoo no Audition (Japan),Japan
SHVC-QI,Dokuritsu Sensou - Liberty or Death (Japan),Japan
SHVC-Z7,Dolucky no A.League Soccer (Japan),Japan
SHVC-IM,Dolucky no Kusayakiu (Japan),Japan
SHVC-AZ8J-JPN,Dolucky no Puzzle Tour '94 (Japan),Japan
SHVC-ADDJ-JPN,Donald Duck no Mahou no Boushi (Japan),Japan
SHVC-AZBJ-JPN,Donald Duck no Maui Mallard (Japan),Japan
SNSP-AZBP-EUR,Donald in Maui Mallard (Europe),Europe
SNSP-8X,"Donkey Kong Country (Europe) (En,Fr,De)",Europe
SNSP-8X,"Donkey Kong Country (Europe) (En,Fr,De) (Rev 1)",Europe
SNS-P-8X,Donkey Kong Country (USA),USA
SNS-P-8X,Donkey Kong Country (USA) (Rev 1),USA
SNS-P-8X,Donkey Kong Country (USA) (Rev 2),USA
SNSP-ADNP-EUR,"Donkey Kong Country 2 - Diddy's Kong Quest (Europe) (En,Fr) (Rev 1)",Europe
SNSP-ADNP-EUR,"Donkey Kong Country 2 - Diddy's Kong Quest (Germany) (En,De)",
SNSP-ADNP-EUR,"Donkey Kong Country 2 - Diddy's Kong Quest (Germany) (En,De) (Rev 1)",
SNS-ADNE-USA,"Donkey Kong Country 2 - Diddy's Kong Quest (USA) (En,Fr)",USA
SNS-ADNE-USA,"Donkey Kong Country 2 - Diddy's Kong Quest (USA) (En,Fr) (Rev 1)",USA
SNSP-A3CP-EUR,"Donkey Kong Country 3 - Dixie Kong's Double Trouble! (Europe) (En,Fr,De)",Europe
SNS-A3CE-USA,"Donkey Kong Country 3 - Dixie Kong's Double Trouble! (USA) (En,Fr)",USA
SNSP-AD8P-EUR,Doom (Europe),Europe
SHVC-AD8J-JPN,Doom (Japan),Japan
SNS-AD8E-USA,Doom (USA),USA
SNS-AM9E-USA,Doom Troopers - Mutant Chronicles (USA),USA
SNS-DM,Doomsday Warrior (USA),USA
SHVC-DR,Doraemon - Nobita to Yousei no Kuni (Japan),Japan
SHVC-DR,Doraemon - Nobita to Yousei no Kuni (Japan) (Rev 1),Japan
SHVC-2D-JPN,Doraemon 2 - Nobita no Toys Land Daibouken (Japan),Japan
SHVC-4T,Doraemon 3 - Nobita to Toki no Hougyoku (Japan),Japan
SHVC-AD4J-JPN,Doraemon 4 - Nobita to Tsuki no Oukoku (Japan),Japan
SHVC-ADGJ-JPN,Dossun! Ganseki Battle (Japan),Japan
SNSP-5E,Double Dragon V - The Shadow Falls (Europe),Europe
SNS-5E,Double Dragon V - The Shadow Falls (USA),USA
SHVC-A88J-JPN,Doukyuusei 2 (Japan) (NP),Japan
SHVC-W9,Down the World - Mervil's Ambition (Japan),Japan
SHVC-NV,Downtown - Nekketsu Baseball Monogatari - Yakyuu de Shoubu da! Kunio-kun (Japan),Japan
SHVC-BDMJ-JPN,Dr. Mario (Japan) (NP),Japan
SNSP-4N,Dragon - The Bruce Lee Story (Europe),Europe
SNS-AD5E-USA,Dragon - The Bruce Lee Story (USA),USA
SNSN-AZ4K-KOR,Dragon Ball Z - Chomutujeon (Korea),Korea
SNSP-AZIF-FRA,Dragon Ball Z - Hyper Dimension (France),
SHVC-AZIJ-JPN,Dragon Ball Z - Hyper Dimension (Japan),Japan
SNSP-EF,Dragon Ball Z - La Legende Saien (France),
SNSP-Z2-FRA/SFRG,Dragon Ball Z - Super Butouden (France),
SHVC-Z2,Dragon Ball Z - Super Butouden (Japan),Japan
SHVC-EF,Dragon Ball Z - Super Butouden 2 (Japan),Japan
SHVC-EF,Dragon Ball Z - Super Butouden 2 (Japan) (Rev 1),Japan
SHVC-AZ4J-JPN,Dragon Ball Z - Super Butouden 3 (Japan),Japan
SHVC-A2ZJ-JPN,Dragon Ball Z - Super Gokuu Den - Kakusei Hen (Japan),Japan
SHVC-AZ5J-JPN,Dragon Ball Z - Super Gokuu Den - Totsugeki Hen (Japan),Japan
SHVC-DB,Dragon Ball Z - Super Saiya Densetsu (Japan),Japan
SHVC-DB,Dragon Ball Z - Super Saiya Densetsu (Japan) (Rev 1),Japan
SNSP-AZ4F-FRA,Dragon Ball Z - Ultime Menace (France),
SHVC-A87J-JPN,Dragon Knight 4 (Japan),Japan
SHVC-DQ,Dragon Quest I & II (Japan),Japan
SHVC-AQ3J-JPN,Dragon Quest III - Soshite Densetsu e... (Japan),Japan
SHVC-D5,Dragon Quest V - Tenkuu no Hanayome (Japan),Japan
SHVC-AQ6J-JPN,Dragon Quest VI - Maboroshi no Daichi (Japan),Japan
SHVC-DS,Dragon Slayer - Eiyuu Densetsu (Japan),Japan
SHVC-DS,Dragon Slayer - Eiyuu Densetsu (Japan) (Rev 1) (NP),Japan
SHVC-A2,Dragon Slayer - Eiyuu Densetsu II (Japan),Japan
SNS-ADVE-USA,Dragon View (USA),USA
SHVC-DG,Dragon's Earth (Japan),Japan
SNSP-DI,"Dragon's Lair (Europe) (En,Fr,De,Es,It,Nl,Sv)",Europe
SNS-DI-USA,Dragon's Lair (USA),USA
SHVC-DI,Dragon's Magic (Japan),Japan
SNSP-DK,Drakkhen (Europe),Europe
SNSP-DK,Drakkhen (Germany),
SHVC-DK,Drakkhen (Japan),Japan
SNS-DK,Drakkhen (USA),USA
SHVC-ADBJ-JPN,Dream Basketball - Dunk & Hoop (Japan),Japan
SNS-VE,Dream T.V. (USA),USA
SHVC-94,Drift King Shutokou Battle '94 - Tsuchiya Keiichi & Bandou Masaaki (Japan),Japan
SHVC-ASXJ-JPN,Drift King Shutokou Battle 2 - Tsuchiya Keiichi & Bandou Masaaki (Japan),Japan
SHVC-DX,Dual Orb - Seirei Tama Densetsu (Japan),Japan
SHVC-AD2J-JPN,Dual Orb II (Japan),Japan
SNSP-DL,"Duel, The - Test Drive II (Europe)",Europe
SNS-DL,"Duel, The - Test Drive II (USA)",USA
SHVC-AD9J-JPN,Dun Quest - Majin Fuuin no Densetsu (Japan),Japan
SNSP-V2,Dungeon Master (Europe),Europe
SHVC-V2,Dungeon Master (Japan),Japan
SHVC-V2,Dungeon Master (Japan) (Rev 1),Japan
SNS-V2,Dungeon Master (USA),USA
SHVC-VQ,Dynamaite the Las Vegas (Japan),Japan
SHVC-YD,Dynamic Stadium (Japan),Japan
SNS-46,E.V.O. - Search for Eden (USA),USA
SNSP-EV,ESPN Baseball Tonight (Europe),Europe
SNS-EV,ESPN Baseball Tonight (USA),USA
SNS-AEHE-USA,ESPN National Hockey Night (USA),USA
SNS-ASWE-USA,ESPN Speedworld (USA),USA
SNS-ASNE-USA,ESPN Sunday Night NFL (USA),USA
SNS-P-ED,Earth Defense Force (Europe),Europe
SNS-ED-USA,Earth Defense Force (USA),USA
SHVC-H3,Earth Light (Japan),Japan
SHVC-AE5J-JPN,Earth Light - Luna Strike (Japan),Japan
SNS-MB-USA,EarthBound (USA),USA
SNSP-AEJP-EUR,Earthworm Jim (Europe),Europe
SHVC-AEJJ-JPN,Earthworm Jim (Japan),Japan
SNS-AEJE-USA,Earthworm Jim (USA),USA
SNS-AEJE-USA,Earthworm Jim (USA) (GamesMaster Special Edition),USA
SNSP-A2EP-EUR,Earthworm Jim 2 (Europe),Europe
SNS-A2EE-USA,Earthworm Jim 2 (USA),USA
SHVC-EK,Edono Kiba (Japan),Japan
SNSP-E7,Eek! The Cat (Europe),Europe
SNS-E7,Eek! The Cat (USA),USA
SHVC-AFLJ-JPN,Eien no Filerna (Japan),Japan
SHVC-H5,Elfaria - The Isle of the Blest (Japan),Japan
SNS-L7,Elite Soccer (USA),USA
SHVC-EL-JPN,Elnard (Japan),Japan
SHVC-AMWJ-JPN,Emerald Dragon (Japan),Japan
SHVC-AEMJ-JPN,Emit Vol. 1 - Toki no Maigo (Japan),Japan
SHVC-AEIJ-JPN,Emit Vol. 2 - Inochigake no Tabi (Japan),Japan
SHVC-AETJ-JPN,Emit Vol. 3 - Watashi ni Sayonara o (Japan),Japan
SNS-AESE-USA,Emmitt Smith Football (USA),USA
SHVC-AZLJ-JPN,Energy Breaker (Japan),Japan
SNSP-EX,Equinox (Europe),Europe
SNS-EX,Equinox (USA),USA
SNSP-WO,"Eric Cantona Football Challenge (France) (En,Fr,De,Es,It,Nl,Sv)",
SHVC-EP,Esparks - Ijikuu kara no Raihousha (Japan),Japan
SHVC-ES,Estpolis Denki (Japan),Japan
SHVC-ES,Estpolis Denki (Japan) (Rev 1),Japan
SHVC-ANIJ-JPN,Estpolis Denki II (Japan),Japan
SNSP-HT,Euro Football Champ (Europe),Europe
SHVC-YP,Europe Sensen (Japan),Japan
SNS-9X,Exertainment Mountain Bike Rally (USA),USA
SNS-ALFE-USA,Exertainment Mountain Bike Rally + Speed Racer (USA),USA
SNSP-EH,Exhaust Heat (Europe),Europe
SHVC-EH,Exhaust Heat (Japan),Japan
SHVC-E2,Exhaust Heat II - F1 Driver e no Michi (Japan),Japan
SNS-GL,Extra Innings (USA),USA
SHVC-IB,Eye of the Beholder (Japan),Japan
SHVC-FG,F-1 Grand Prix (Japan),Japan
SHVC-FV,F-1 Grand Prix - Part II (Japan),Japan
SHVC-VF,F-1 Grand Prix - Part III (Japan),Japan
SHVC-EG,F-15 Super Strike Eagle (Japan),Japan
SNSP-FZ,F-Zero (Europe),Europe
SHVC-FZ,F-Zero (Japan),Japan
SNS-FZ,F-Zero (USA),USA
SNSP-6P,F1 Pole Position (Europe),Europe
SNS-6P,F1 Pole Position (USA),USA
SNSP-2G,F1 Pole Position 2 (Europe),Europe
SNS-EH,F1 ROC - Race of Champions (USA),USA
SNSP-AFWP-EUR,F1 World Championship Edition (Europe),Europe
SNS-E2,F1-ROC II - Race of Champions (USA),USA
SNS-A8FB,"FIFA - A Caminho Da Copa 98 (Brazil) (En,Fr,De,Es,It,Sv)",Brazil
SNSP-A8FP-EUR,"FIFA - Road to World Cup 98 (Europe) (En,Fr,De,Es,It,Sv)",Europe
SNSP-A7IP-EUR,"FIFA 97 (Europe) (En,Fr,De,Es,It,Sv)",Europe
SNSP-84,FIFA International Soccer (Europe),Europe
SHVC-84,FIFA International Soccer (Japan),Japan
SNS-84-USA,FIFA International Soccer (USA),USA
SNSP-A6SP-EUR,"FIFA Soccer 96 (Europe) (En,Fr,De,Es,It,Sv)",Europe
SNS-A6SE-USA,"FIFA Soccer 96 (USA) (En,Fr,De,Es,It,Sv)",USA
SNS-A7IE-USA,"FIFA Soccer 97 (USA) (En,Fr,De,Es,It,Sv)",USA
SNS-2F,Faceball 2000 (USA),USA
SHVC-BTAJ-JPN,Famicom Bunko - Hajimari no Mori (Japan) (NP),Japan
SHVC-BTCJ-JPN,Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo (Japan) (NP),Japan
SHVC-BTCJ-JPN,Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo (Japan) (Rev 1) (NP),Japan
SNS-D8,Family Dog (USA),USA
SNS-FN,Family Feud (USA),USA
SNS-FN,Family Feud (USA) (Rev 1),USA
SHVC-AFSJ-JPN,Farland Story (Japan),Japan
SHVC-A2FJ-JPN,Farland Story 2 (Japan),Japan
SNSP-GN,Fatal Fury (Europe),Europe
SNS-GN-USA,Fatal Fury (USA),USA
SNSP-DJ,Fatal Fury 2 (Europe),Europe
SNS-DJ,Fatal Fury 2 (USA),USA
SNSP-3R,Fatal Fury Special (Europe),Europe
SNS-3R,Fatal Fury Special (USA),USA
SHVC-63,Feda - The Emblem of Justice (Japan),Japan
SNSP-AVSP-EUR,"Fever Pitch Soccer (Europe) (En,Fr,De,Es,It)",Europe
SHVC-YH,Fighter's History (Japan),Japan
SNS-YH,Fighter's History (USA) (Rev 1),USA
SHVC-AF3J-JPN,Fighter's History - Mizoguchi Kikiippatsu!! (Japan),Japan
SHVC-XH,Fighting Baseball (Japan),Japan
SNS-MQ,Final Fantasy - Mystic Quest (USA),USA
SNS-MQ,Final Fantasy - Mystic Quest (USA) (Rev 1),USA
SNS-P-F4,Final Fantasy II (USA),USA
SNS-P-F4,Final Fantasy II (USA) (Rev 1),USA
SNS-P-F6,Final Fantasy III (USA),USA
SNS-P-F6,Final Fantasy III (USA) (Rev 1),USA
SHVC-FE,Final Fantasy IV (Japan),Japan
SHVC-FE,Final Fantasy IV (Japan) (Rev 1),Japan
SHVC-FE,Final Fantasy IV - Easy Type (Japan),Japan
SHVC-MQ,Final Fantasy USA - Mystic Quest (Japan),Japan
SHVC-F5,Final Fantasy V (Japan),Japan
SHVC-F6,Final Fantasy VI (Japan),Japan
SNSP-FT,Final Fight (Europe),Europe
SHVC-FT,Final Fight (Japan),Japan
SNS-FT,Final Fight (USA),USA
SNSP-F2,Final Fight 2 (Europe),Europe
SHVC-F2,Final Fight 2 (Japan),Japan
SNS-F2,Final Fight 2 (USA),USA
SNS-AFZE-USA,Final Fight 3 (USA),USA
SHVC-FY,Final Fight Guy (Japan),Japan
SNS-FY,Final Fight Guy (USA),USA
SHVC-AFZJ-JPN,Final Fight Tough (Japan),Japan
SHVC-LL,Final Knockout (Japan),Japan
SHVC-OP-JPN,Final Stretch (Japan),Japan
SHVC-OF,Finalset (Japan),Japan
SHVC-EM,Fire Emblem - Monshou no Nazo (Japan),Japan
SHVC-EM,Fire Emblem - Monshou no Nazo (Japan) (Rev 1),Japan
SHVC-A32J-JPN,Fire Emblem - Seisen no Keifu (Japan),Japan
SHVC-BFRJ-JPN,Fire Emblem - Thracia 776 (Japan),Japan
SHVC-BFRJ-JPN,Fire Emblem - Thracia 776 (Japan) (NP),Japan
SHVC-BFRJ-JPN,Fire Emblem - Thracia 776 (Japan) (Rev 1) (NP),Japan
SHVC-AIFJ-JPN,Fire Fighting (Japan),Japan
SHVC-J4,Fire Pro Joshi - All Star Dream Slam (Japan),Japan
SNS-3S,FireStriker (USA),USA
SNSP-AFMP-EUR,"Firemen, The (Europe) (En,Fr,De)",Europe
SHVC-AFMJ-JPN,"Firemen, The (Japan)",Japan
SNS-FW-USA,Firepower 2000 (USA),USA
SHVC-OQ,First Queen - Ornic Senki (Japan),Japan
SNSP-FK,First Samurai (Europe),Europe
SHVC-FK,First Samurai (Japan),Japan
SNS-FK,First Samurai (USA),USA
SHVC-AQJJ-JPN,Fishing Koushien (Japan),Japan
SNSP-5F,"Flashback (Europe) (En,Fr)",Europe
SNSP-5F,"Flashback (Europe) (En,Fr,De)",Europe
SHVC-LQ,Flashback (Japan),Japan
SNS-5F,"Flashback - The Quest for Identity (USA) (En,Fr,De)",USA
SNS-AFNE,"Flintstones, The (USA) (En,Fr,De,Es,It)",USA
SNSP-9F,"Flintstones, The - The Treasure of Sierra Madrock (Europe)",Europe
SHVC-9F-JPN,"Flintstones, The - The Treasure of Sierra Madrock (Japan)",Japan
SNS-9F-USA,"Flintstones, The - The Treasure of Sierra Madrock (USA)",USA
SHVC-B9,Flying Hero - Bugyuru no Daibouken (Japan),Japan
SNS-UF,Football Fury (USA),USA
SNSP-AFEP-EUR,Foreman for Real (Europe),Europe
SHVC-AFEJ-JPN,Foreman for Real (Japan),Japan
SNS-AFEE-USA,Foreman for Real (USA),USA
SHVC-FQ,Fortune Quest - Dice o Korogase (Japan),Japan
SNSP-AFKP-EUR,Frank Thomas Big Hurt Baseball (Europe),Europe
SHVC-AFKJ-JPN,Frank Thomas Big Hurt Baseball (Japan),Japan
SNS-AFKE-USA,Frank Thomas Big Hurt Baseball (USA),USA
SNS-AF8E-USA,Frantic Flea (USA),USA
SNS-AF7E-USA,Frogger (USA),USA
SHVC-UX,From TV Animation Slam Dunk - Dream Team - Shuueisha Limited (Japan),Japan
SHVC-AIHJ-JPN,From TV Animation Slam Dunk - SD Heat Up!! (Japan),Japan
SHVC-UX,From TV Animation Slam Dunk - Yonkyou Gekitotsu!! (Japan),Japan
SHVC-ASLJ-JPN,From TV Animation Slam Dunk 2 - IH Yosen Kanzen Ban!! (Japan),Japan
SHVC-AGCJ-JPN,Front Mission (Japan),Japan
SHVC-AGCJ-JPN,Front Mission (Japan) (Rev 1),Japan
SHVC-AZGJ-JPN,Front Mission Series - Gun Hazard (Japan),Japan
SHVC-AFTJ-JPN,Full Power (Japan),Japan
SNSP-AFTP-EUR,Full Throttle - All-American Racing (Europe),Europe
SNS-AFTE-USA,Full Throttle - All-American Racing (USA),USA
SNSP-7N,Fun 'n Games (Europe),Europe
SNS-7N,Fun 'n Games (USA),USA
SHVC-ZR,Funaki Masakatsu Hybrid Wrestler - Tougi Denshou (Japan),Japan
SHVC-A7EJ-JPN,Fune Tarou (Japan),Japan
SHVC-AY9J-JPN,Furuta Atsuya no Simulation Pro Yakyuu 2 (Japan),Japan
SHVC-AAXJ-JPN,Fushigi no Dungeon 2 - Fuurai no Shiren (Japan),Japan
SHVC-AAXJ-JPN,Fushigi no Dungeon 2 - Fuurai no Shiren (Japan) (Rev 1) (NP),Japan
SHVC-AGDJ-JPN,G.O.D - Mezame yo to Yobu Koe ga Kikoe (Japan),Japan
SNSP-G7,GP-1 (Europe),Europe
SHVC-G7,GP-1 (Japan),Japan
SNS-G7,GP-1 (USA),USA
SNS-AGRE-USA,GP-1 - Part II (USA),USA
SHVC-AGRJ-JPN,GP-1 RS - Rapid Stream (Japan),Japan
SHVC-IR,GS Mikami - Joreishi wa Nice Body (Japan),Japan
SHVC-AIKJ-JPN,GT Racing (Japan),Japan
SHVC-JG,Gaia Gensouki (Japan),Japan
SHVC-G9,Gaia Saver - Hero Saidai no Sakusen (Japan),Japan
SHVC-AHXJ-JPN,Gakkou de Atta Kowai Hanashi (Japan),Japan
SHVC-XY,Galaxy Robo (Japan),Japan
SHVC-AGWJ-JPN,Galaxy Wars (Japan),Japan
SHVC-GJ,Gambler Jiko Chuushinha - Mahjong Kouisen (Japan),Japan
SHVC-8G,Gambler Jiko Chuushinha 2 - Dorapon Quest (Japan),Japan
SHVC-A7BJ-JPN,Gambling Hourouki (Japan),Japan
SHVC-AGEJ-JPN,Game no Tatsujin (Japan),Japan
SHVC-A2GJ-JPN,Game no Tetsujin - The Shanghai (Japan),Japan
SHVC-AGIJ-JPN,Gamera - Gyaos Gekimetsu Sakusen (Japan),Japan
SHVC-GG,Ganbare Goemon - Yuki Hime Kyuushutsu Emaki (Japan),Japan
SHVC-GG,Ganbare Goemon - Yuki Hime Kyuushutsu Emaki (Japan) (Rev 2),Japan
SHVC-KL,Ganbare Goemon 2 - Kiteretsu Shougun Magginesu (Japan),Japan
SHVC-2U,Ganbare Goemon 3 - Shishi Juurokubee no Karakuri Manjigatame (Japan),Japan
SHVC-2U,Ganbare Goemon 3 - Shishi Juurokubee no Karakuri Manjigatame (Japan) (Rev 2),Japan
SHVC-A4GJ-JPN,Ganbare Goemon Kirakira Douchuu - Boku ga Dancer ni Natta Wake (Japan),Japan
SHVC-A4GJ-JPN,Ganbare Goemon Kirakira Douchuu - Boku ga Dancer ni Natta Wake (Japan) (Rev 1),Japan
SHVC-A4GJ-JPN,Ganbare Goemon Kirakira Douchuu - Boku ga Dancer ni Natta Wake (Japan) (Rev 2),Japan
SHVC-EZ,Ganbare! Daiku no Gen-san (Japan),Japan
SHVC-AGQJ-JPN,Gangan Gan-chan (Japan),Japan
SHVC-AXAJ-JPN,Ganpuru - Gunman's Proof (Japan),Japan
SHVC-O4,Ganso Pachi-Slot Nihonichi (Japan),Japan
SHVC-OY,Ganso Pachinko Ou (Japan),Japan
SHVC-GN-JPN,Garou Densetsu - Shukumei no Tatakai (Japan),Japan
SHVC-GN-JPN,Garou Densetsu - Shukumei no Tatakai (Japan) (Rev 1),Japan
SHVC-DJ,Garou Densetsu 2 - Aratanaru Tatakai (Japan),Japan
SHVC-DJ,Garou Densetsu 2 - Aratanaru Tatakai (Japan) (Rev 1),Japan
SHVC-3R,Garou Densetsu Special (Japan),Japan
SNSP-SB,Garry Kitchen's Super Battletank (Europe),Europe
SNS-SB-USA,Garry Kitchen's Super Battletank - War in the Gulf (USA),USA
SNS-SB-USA,Garry Kitchen's Super Battletank - War in the Gulf (USA) (Rev 1),USA
SHVC-GD,Gdleen (Japan),Japan
SHVC-GD,Gdleen (Japan) (Rev 1),Japan
SHVC-G4,Gegege no Kitarou - Fukkatsu! Tenma Daiou (Japan),Japan
SHVC-KV,Gekitotsu Dangan Jidousha Kessen - Battle Mobile (Japan),Japan
SHVC-AWNJ-JPN,Gekitou Burning Pro Wres (Japan),Japan
SNS-RL,Gemfire (USA),USA
SNS-6G,Genghis Khan II - Clan of the Gray Wolf (USA),USA
SHVC-BGJJ-JPN,Genjuu Ryodan (Japan) (NP),Japan
SHVC-2I,Genocide 2 (Japan),Japan
SNS-GK-USA,George Foreman's KO Boxing (USA),USA
SNS-GK-USA,George Foreman's KO Boxing (USA) (Rev 1),USA
SHVC-T5,Gerry Anderson's Thunderbirds - Kokusai Kyuujotai Shutsudou Seyo!! (Japan),Japan
SHVC-ALEJ-JPN,Getsumen no Anubis (Japan),Japan
SHVC-ET,Ghost Chaser Densei (Japan),Japan
SNSP-AGJP-EUR,Ghoul Patrol (Europe),Europe
SHVC-AGJJ-JPN,Ghoul Patrol (Japan),Japan
SNS-AGJE-USA,Ghoul Patrol (USA),USA
SHVC-AJPJ-JPN,Gindama Oyakata no Pachinko Hisshouhou (Japan),Japan
SHVC-AJPJ-JPN,Gindama Oyakata no Pachinko Hisshouhou (Japan) (Rev 1),Japan
SHVC-GE,Ginga Eiyuu Densetsu (Japan),Japan
SHVC-AQPJ-JPN,Ginga Sengoku Gunyuuden Rai (Japan),Japan
SHVC-AHFJ-JPN,Gionbana (Japan),Japan
SHVC-ACKJ-JPN,Go Go Ackman (Japan),Japan
SHVC-A92J-JPN,Go Go Ackman 2 (Japan),Japan
SHVC-AVPJ-JPN,Go Go Ackman 3 (Japan),Japan
SHVC-R5,Go! Go! Dodge League (Japan),Japan
SHVC-R5,Go! Go! Dodge League (Japan) (Rev 1),Japan
SNS-SU,Goal! (USA),USA
SNSP-GZ,Gods (Europe),Europe
SNS-GZ,Gods (USA),USA
SHVC-AG2J-JPN,Gojira - Kaijuu Daikessen (Japan),Japan
SHVC-A3LJ-JPN,Gokinjo Boukentai (Japan),Japan
SHVC-AGPJ-JPN,Gokujou Parodius (Japan),Japan
SHVC-AHOJ-JPN,Gon (Japan),Japan
SNSP-G6,Goof Troop (Europe),Europe
SNSP-G6,Goof Troop (France),
SNSP-G6,Goof Troop (Germany),
SNS-G6,Goof Troop (USA),USA
SHVC-G6,Goofy to Max - Kaizoku-jima no Daibouken (Japan),Japan
SHVC-AGKJ-JPN,Gouketsuji Ichizoku (Japan),Japan
SHVC-AV6J-JPN,Gourmet Sentai Barayarou (Japan),Japan
SHVC-MY,Gousou Jinrai Densetsu - Musha (Japan),Japan
SHVC-G3,Gradius III (Japan),Japan
SNS-G3,Gradius III (USA),USA
SHVC-AIRJ-JPN,Granhistoria - Genshi Sekaiki (Japan),Japan
SHVC-AIRJ-JPN,Granhistoria - Genshi Sekaiki (Japan) (Rev 1),Japan
SHVC-K8,"Great Battle Gaiden 2, The - Matsuri da Wasshoi (Japan)",Japan
SHVC-3L,"Great Battle II, The - Last Fighter Twin (Japan)",Japan
SHVC-B3,"Great Battle III, The (Japan)",Japan
SHVC-4F,"Great Battle IV, The (Japan)",Japan
SHVC-AG5J-JPN,"Great Battle V, The (Japan)",Japan
SNSP-4C,"Great Circus Mystery Starring Mickey & Minnie, The (Europe)",Europe
SNS-4C,"Great Circus Mystery Starring Mickey & Minnie, The (USA)",USA
SNS-GW,"Great Waldo Search, The (USA)",USA
SHVC-GU,GunForce (Japan),Japan
SNS-GU,GunForce (USA),USA
SNSP-JO,HAL's Hole in One Golf (Europe),Europe
SNS-JO,HAL's Hole in One Golf (USA),USA
SHVC-IL,Habu Meijin no Omoshiro Shougi (Japan),Japan
SHVC-AHGJ-JPN,Hagane (Japan),Japan
SNSP-AHGP-EUR,Hagane - The Final Conflict (Europe),Europe
SNS-AHGE-USA,Hagane - The Final Conflict (USA),USA
SHVC-AMJJ-JPN,Haisei Mahjong - Ryouga (Japan),Japan
SHVC-E3,Hakunetsu Pro Yakyuu '93 - Ganba League (Japan),Japan
SHVC-E3,Hakunetsu Pro Yakyuu '94 - Ganba League 3 (Japan),Japan
SHVC-GL,Hakunetsu Pro Yakyuu - Ganba League (Japan),Japan
SHVC-GL,Hakunetsu Pro Yakyuu - Ganba League (Japan) (Rev 1),Japan
SHVC-AVNJ-JPN,Hameln no Violin Hiki (Japan),Japan
SNS-LJ-USA,Hammer Lock Wrestling (USA),USA
SHVC-AY4J-JPN,Hana no Keiji - Kumo no Kanata ni (Japan),Japan
SHVC-IJ-JPN,Hanafuda Ou (Japan),Japan
SNSN-3D-KOR/SKOR,Hanguk Pro Yagu (Korea),Korea
SHVC-HH-JPN,"Hanjuku Hero - Ah, Sekai yo Hanjuku Nare...!! (Japan)",Japan
SHVC-HJ,Hansei Zaru Jiro-kun no Daibouken (Japan),Japan
SHVC-UR-JPN,Haou Taikei Ryuu Knight - Lord of Paladin (Japan),Japan
SHVC-UR-JPN,Haou Taikei Ryuu Knight - Lord of Paladin (Japan) (Rev 1),Japan
SHVC-ABKJ-JPN,Harapeko Bakka (Japan),Japan
SNS-3Y,HardBall III (USA),USA
SNS-HV,Harley's Humongous Adventure (USA),USA
SNSP-AYWP-EUR,Harvest Moon (Europe),Europe
SNSP-AYWP-EUR,Harvest Moon (Germany),
SNS-AYWE-USA,Harvest Moon (USA),USA
SHVC-AHHJ-JPN,Hashire Hebereke (Japan),Japan
