serial,name,region
SHVC-HT,Hat Trick Hero (Japan),Japan
SHVC-2Y,Hat Trick Hero 2 (Japan),Japan
SHVC-EB,Hatayama Hatch no Pro Yakyuu News! - Jitsumei Ban (Japan),Japan
SHVC-2M,Hayazashi Nidan Morita Shougi (Japan),Japan
SHVC-A2MJ-JPN,Hayazashi Nidan Morita Shougi 2 (Japan),Japan
SNS-AVSE-USA,Head-On Soccer (USA),USA
SHVC-O3,Hebereke no Oishii Puzzle wa Irimasenka (Japan),Japan
SHVC-HU-JPN,Hebereke no Popoon (Japan),Japan
SNSP-HU,Hebereke's Popoitto (Europe),Europe
SNSP-HU,Hebereke's Popoon (Europe),Europe
SHVC-AKHJ-JPN,Heian Fuuunden (Japan),Japan
SHVC-AG7J-JPN,Heisei Gunjin Shougi (Japan),Japan
SHVC-QQ,Heisei Inu Monogatari Bow - Pop'n Smash!! (Japan),Japan
SHVC-AO5J-JPN,Heisei Shin Onigashima - Kouhen (Japan),Japan
SHVC-AO4J-JPN,Heisei Shin Onigashima - Zenpen (Japan),Japan
SHVC-AHWJ-JPN,Heiwa Pachinko World (Japan),Japan
SHVC-AWTJ-JPN,Heiwa Pachinko World 2 (Japan),Japan
SHVC-A3WJ-JPN,Heiwa Pachinko World 3 (Japan),Japan
SHVC-AQUJ-JPN,Heiwa Parlor! Mini 8 - Pachinko Jikki Simulation Game (Japan),Japan
SHVC-PN-JPN,Hello! Pac-Man (Japan),Japan
SHVC-HE,Heracles no Eikou III - Kamigami no Chinmoku (Japan),Japan
SHVC-4E,Heracles no Eikou IV - Kamigami kara no Okurimono (Japan),Japan
SHVC-HS,Hero Senki - Project Olympus (Japan),Japan
SHVC-AYTJ-JPN,Hi no Ouji - Yamato Takeru (Japan),Japan
SHVC-PK,Higashio Osamu Kanshuu Super Pro Yakyuu Stadium (Japan),Japan
SHVC-HR,Hiouden - Mamono-tachi to no Chikai (Japan),Japan
SHVC-HK-JPN,Hiryuu no Ken S - Golden Fighter (Japan),Japan
SHVC-HK-JPN,Hiryuu no Ken S - Hyper Version (Japan),Japan
SHVC-AHPJ-JPN,Hissatsu Pachinko Collection (Japan),Japan
SHVC-A2HJ-JPN,Hissatsu Pachinko Collection 2 (Japan),Japan
SHVC-A3HJ-JPN,Hissatsu Pachinko Collection 3 (Japan),Japan
SHVC-AH4J-JPN,Hissatsu Pachinko Collection 4 (Japan),Japan
SHVC-IH,Hisshou 777 Fighter - Pachi-Slot Ryuuguu Densetsu (Japan),Japan
SHVC-72,Hisshou 777 Fighter II - Pachi-Slot Maruhi Jouhou (Japan),Japan
SHVC-A73J-JPN,Hisshou 777 Fighter III - Kokuryuu Ou no Fukkatsu (Japan),Japan
SHVC-APNJ-JPN,Hisshou Pachi-Slot Fun (Japan),Japan
SNS-HC-USA,Hit the Ice - VHL - The Official Video Hockey League (USA),USA
SHVC-K5,Hokuto no Ken 5 - Tenma Ryuuseiden Ai Zetsu Shou (Japan),Japan
SHVC-K6,Hokuto no Ken 6 - Gekitou Denshouken Haou e no Michi (Japan),Japan
SHVC-K7,Hokuto no Ken 7 - Seiken Retsuden Denshousha e no Michi (Japan),Japan
SHVC-AI,Holy Striker (Japan),Japan
SHVC-ADQJ-JPN,Holy Umbrella - Dondera no Mubou!! (Japan),Japan
SNSP-HA,Home Alone (Europe),Europe
SHVC-HA-JPN,Home Alone (Japan),Japan
SNS-HA-USA,Home Alone (USA),USA
SNSP-HN,Home Alone 2 - Lost in New York (Europe),Europe
SNS-HN-USA,Home Alone 2 - Lost in New York (USA),USA
SNS-AHIE-USA,Home Improvement - Power Tool Pursuit! (USA),USA
SHVC-OM,Honkaku Mahjong - Tetsuman (Japan),Japan
SHVC-AOXJ-JPN,Honkaku Mahjong - Tetsuman II (Japan),Japan
SHVC-AV3J-JPN,Honkaku Shougi - Fuuunji Ryuuou (Japan),Japan
SHVC-AKWJ-JPN,Honkakuha Igo - Gosei (Japan),Japan
SHVC-87,Honke Hanafuda (Japan),Japan
SHVC-AFPJ-JPN,Honke Sankyo Fever - Jikki Simulation (Japan),Japan
SHVC-AFPJ-JPN,Honke Sankyo Fever 2 - Jikki Simulation (Japan),Japan
SHVC-AFPJ-JPN,Honke Sankyo Fever 3 - Jikki Simulation (Japan),Japan
SHVC-DD,Honoo no Toukyuuji - Dodge Danpei (Japan),Japan
SHVC-HO,Hook (Japan),Japan
SNS-HO,Hook (USA),USA
SHVC-AFJJ-JPN,Hoshi no Kirby 3 (Japan),Japan
SHVC-AKFJ-JPN,Hoshi no Kirby Super Deluxe (Japan),Japan
SHVC-AKFJ-JPN,Hoshi no Kirby Super Deluxe (Japan) (Rev 1),Japan
SHVC-AKFJ-JPN,Hoshi no Kirby Super Deluxe (Japan) (Rev 2),Japan
SHVC-ABEJ-JPN,Houkago in Beppin Jogakuin (Japan),Japan
SHVC-AJHJ-JPN,Hourai Gakuen no Bouken! - Tenkousei Scramble (Japan),Japan
SHVC-HB,Human Baseball (Japan),Japan
SHVC-HG,Human Grand Prix (Japan),Japan
SHVC-2G,Human Grand Prix II (Japan),Japan
SHVC-AGXJ-JPN,Human Grand Prix III - F1 Triple Battle (Japan),Japan
SHVC-AG4J-JPN,Human Grand Prix IV - F1 Dream Battle (Japan),Japan
SNSP-U9,"Humans, The (Europe)",Europe
SNSP-U9,"Humans, The (Germany)",
SNSP-ABKP-EUR,Hungry Dinosaurs (Europe),Europe
SNSP-RO,"Hunt for Red October, The (Europe)",Europe
SNS-RO,"Hunt for Red October, The (USA)",USA
SNSP-AHUP-EUR,Hurricanes (Europe),Europe
SNS-AHUE-USA,Hurricanes (USA),USA
SHVC-AZEJ-JPN,Hyper Iria (Japan),Japan
SNSP-HQ,Hyper V-Ball (Europe),Europe
SNS-HQ,Hyper V-Ball (USA),USA
SNSP-HZ,HyperZone (Europe),Europe
SHVC-HZ,HyperZone (Japan),Japan
SNS-HZ,HyperZone (USA),USA
SHVC-ID,Idea no Hi (Japan),Japan
SNS-AIFE-USA,"Ignition Factor, The (USA)",USA
SHVC-AIVJ-JPN,Igo Club (Japan),Japan
SHVC-AIVJ-JPN,Igo Club (Japan) (Rev 2),Japan
SHVC-H8-JPN,Ihatov Monogatari (Japan),Japan
SHVC-IY-JPN,Ikari no Yousai (Japan),Japan
SNS-JG,Illusion of Gaia (USA),USA
SNSP-JG,Illusion of Time (Europe),Europe
SNSP-JG,Illusion of Time (France),
SNSP-JG,Illusion of Time (Germany),
SNSP-JG,Illusion of Time (Germany) (Rev 1),
SNSP-JG,Illusion of Time (Spain),
SHVC-ARIJ-JPN,Illvanian no Shiro (Japan),Japan
SNS-DN-USA,Imperium (USA),USA
SHVC-AV7J-JPN,Inazuma Serve da! Super Beach Volley (Japan),Japan
SNSP-AIYP-EUR,Incantation (Europe),Europe
SNS-AIYE-USA,Incantation (USA),USA
SNSP-C7,"Incredible Crash Dummies, The (Europe)",Europe
SNS-C7,"Incredible Crash Dummies, The (USA)",USA
SHVC-C7,"Incredible Crash Dummies, The - Dr. Zabu o Sukuidase (Japan)",Japan
8U-UKV,"Incredible Hulk, The (Europe)",Europe
SNS-8U,"Incredible Hulk, The (USA)",USA
SNSP-AIJP-EUR,Indiana Jones' Greatest Adventures (Europe),Europe
SHVC-AIJJ-JPN,Indiana Jones' Greatest Adventures (Japan),Japan
SNS-AIJE-USA,Indiana Jones' Greatest Adventures (USA),USA
SNS-IN,Inindo - Way of the Ninja (USA),USA
SNS-5G,Inspector Gadget (USA),USA
SNSP-8S-UKV-1,"International Sensible Soccer - World Champions Limited Edition (Europe) (En,Fr,De,It) (Rev 1)",Europe
SNSP-3U-EUR,International Superstar Soccer (Europe),Europe
SNS-3U,International Superstar Soccer (USA),USA
SNSP-AWJP-EUR,International Superstar Soccer Deluxe (Europe),Europe
SNS-AWJE-USA,International Superstar Soccer Deluxe (USA),USA
SNSP-IT,International Tennis Tour (Europe),Europe
SHVC-IT,International Tennis Tour (Japan),Japan
SNS-IT,International Tennis Tour (USA),USA
SHVC-AUMJ-JPN,Ippatsu Gyakuten (Japan),Japan
SNS-MT,"Irem Skins Game, The (USA)",USA
SNS-MT,"Irem Skins Game, The (USA) (Arcade)",USA
SHVC-AICJ-JPN,Iron Commando - Koutetsu no Senshi (Japan),Japan
SHVC-A5IJ-JPN,Isozuri - Ritou Hen (Japan),Japan
SHVC-I2,Itadaki Street 2 - Neon Sign wa Barairo ni (Japan),Japan
SNS-AISE-USA,"Itchy & Scratchy Game, The (USA)",USA
SHVC-ZBPJ-JPN,Itoi Shigesato no Bass Tsuri No. 1 (Japan),Japan
SHVC-Q2,Itou Hatasu Rokudan no Shougi Doujou (Japan),Japan
SHVC-Q2,Itou Hatasu Rokudan no Shougi Doujou (Japan) (Rev 1),Japan
SNSP-AIZP-EUR,Izzy's Quest for the Olympic Rings (Europe),Europe
SNS-AIZE-USA,Izzy's Quest for the Olympic Rings (USA),USA
SHVC-AJ6J-JPN,J.League '96 Dream Stadium (Japan),Japan
SHVC-JL,J.League Excite Stage '94 (Japan),Japan
SHVC-JL,J.League Excite Stage '94 (Japan) (Rev 1),Japan
SHVC-AJ2J-JPN,J.League Excite Stage '95 (Japan),Japan
SHVC-AE3J-JPN,J.League Excite Stage '96 (Japan),Japan
SHVC-AE3J-JPN,J.League Excite Stage '96 (Japan) (Rev 1),Japan
SHVC-JE,J.League Soccer Prime Goal (Japan),Japan
SHVC-JE,J.League Soccer Prime Goal (Japan) (Rev 1),Japan
SHVC-2H,J.League Soccer Prime Goal 2 (Japan),Japan
SHVC-AJ3J-JPN,J.League Soccer Prime Goal 3 (Japan),Japan
SHVC-AJSJ-JPN,J.League Super Soccer '95 - Jikkyou Stadium (Japan),Japan
SHVC-VX,J.League Super Soccer (Japan),Japan
SNS-64,J.R.R. Tolkien's The Lord of the Rings - Volume 1 (USA),USA
SNSP-64,J.R.R. Tolkien's The Lord of the Rings - Volume One (Europe),Europe
SNSP-64,J.R.R. Tolkien's The Lord of the Rings - Volume One (Germany),
SHVC-A94J-JPN,JB The Super Bass (Japan),Japan
SHVC-TJAJ-JPN,JRA PAT (Japan) (TJAJ),Japan
SHVC-TJAJ-JPN,JRA PAT (Japan) (TJBJ),Japan
SHVC-AJWJ-JPN,JWP Joshi Pro Wres - Pure Wrestle Queens (Japan),Japan
SNSP-JN,Jack Nicklaus Golf (Europe),Europe
SNSP-JN,Jack Nicklaus Golf (France),
SNS-JN,Jack Nicklaus Golf (USA),USA
SHVC-BR,Jaleco Rally Big Run - The Supreme 4WD Challenge (Japan),Japan
SNSP-JJ,James Bond Jr (Europe),Europe
SNS-JJ,James Bond Jr (USA),USA
SNSP-JX,James Pond's Crazy Sports (Europe),Europe
SHVC-AJMJ-JPN,Jammes (Japan),Japan
SHVC-AV4J-JPN,Janyuuki - Gokuu Randa (Japan),Japan
SNSP-AJBP-EUR,Jelly Boy (Europe),Europe
SNS-JY,Jeopardy! (USA),USA
SNS-7Y,Jeopardy! - Deluxe Edition (USA),USA
SNS-8Y,Jeopardy! - Sports Edition (USA),USA
SHVC-JB,Jerry Boy (Japan),Japan
SNS-8J,"Jetsons, The - Invasion of the Planet Pirates (USA)",USA
SHVC-Z5,Jigsaw Party (Japan),Japan
SHVC-AJOJ-JPN,Jikkyou Oshaberi Parodius (Japan),Japan
SHVC-AJXJ-JPN,Jikkyou Power Pro Wrestling '96 - Max Voltage (Japan),Japan
SHVC-YX,Jikkyou Powerful Pro Yakyuu '94 (Japan),Japan
SHVC-A57J-JPN,Jikkyou Powerful Pro Yakyuu '96 - Kaimaku Ban (Japan),Japan
SHVC-A57J-JPN,Jikkyou Powerful Pro Yakyuu '96 - Kaimaku Ban (Japan) (Rev 1),Japan
SHVC-AJ5J-JPN,Jikkyou Powerful Pro Yakyuu - Basic Ban '98 (Japan),Japan
SHVC-AP2J-JPN,Jikkyou Powerful Pro Yakyuu 2 (Japan),Japan
SHVC-AP2J-JPN,Jikkyou Powerful Pro Yakyuu 2 (Japan) (Rev 1),Japan
SHVC-AP2J-JPN,Jikkyou Powerful Pro Yakyuu 2 (Japan) (Rev 2),Japan
SHVC-A3JJ-JPN,Jikkyou Powerful Pro Yakyuu 3 (Japan),Japan
SHVC-AQ7J-JPN,Jikkyou Powerful Pro Yakyuu 3 - '97 Haru (Japan),Japan
SHVC-AQ7J-JPN,Jikkyou Powerful Pro Yakyuu 3 - '97 Haru (Japan) (Rev 1),Japan
SHVC-3U,Jikkyou World Soccer - Perfect Eleven (Japan),Japan
SHVC-3U,Jikkyou World Soccer - Perfect Eleven (Japan) (Rev 1),Japan
SHVC-AWJJ-JPN,Jikkyou World Soccer 2 - Fighting Eleven (Japan),Japan
SHVC-AWJJ-JPN,Jikkyou World Soccer 2 - Fighting Eleven (Japan) (Rev 1) (NP),Japan
SNS-AWIE-USA,Jim Lee's WildC.A.T.S - Covert-Action-Teams (USA),USA
SNS-6J,Jim Power - The Lost Dimension in 3D (USA),USA
SNSP-JC,Jimmy Connors Pro Tennis Tour (Europe),Europe
SNSP-JC,Jimmy Connors Pro Tennis Tour (France),
SNSP-JC,Jimmy Connors Pro Tennis Tour (Germany),
SHVC-JC,Jimmy Connors Pro Tennis Tour (Japan),Japan
SNS-JC,Jimmy Connors Pro Tennis Tour (USA),USA
SNS-AFUE-USA,Jimmy Houston's Bass Tournament U.S.A. (USA),USA
SHVC-AFUJ-JPN,Jissen Bass Fishing Hisshouhou in USA (Japan),Japan
SHVC-AKOJ-JPN,Jissen Kyoutei (Japan),Japan
SHVC-AZHJ-JPN,Jissen Pachi-Slot Hisshouhou! Twin (Japan),Japan
SHVC-AZOJ-JPN,Jissen Pachi-Slot Hisshouhou! Twin Vol. 2 (Japan),Japan
SHVC-A9ZJ-JPN,Jissen Pachinko Hisshouhou! 2 (Japan),Japan
SHVC-AJIJ-JPN,Jissen! Mahjong Shinan (Japan),Japan
SHVC-PI,Jissen! Pachi-Slot Hisshouhou! (Japan),Japan
SHVC-XU,Jissen! Pachi-Slot Hisshouhou! 2 (Japan),Japan
SHVC-AJCJ-JPN,Jissen! Pachi-Slot Hisshouhou! Classic (Japan),Japan
SHVC-AY8J-JPN,Jissen! Pachi-Slot Hisshouhou! Yamasa Densetsu (Japan),Japan
SHVC-JK,JoJo no Kimyou na Bouken (Japan),Japan
SNS-JT,Joe & Mac (USA),USA
SHVC-JT,Joe & Mac - Tatakae Genshijin (Japan),Japan
SNS-J3,Joe & Mac 2 - Lost in the Tropics (USA),USA
SNSP-J3,"Joe & Mac 3 - Lost in the Tropics (Europe) (En,Fr,De)",Europe
SNSP-MF,John Madden Football '93 (Europe),Europe
SNS-MF-USA,John Madden Football '93 (USA),USA
SNS-MF-USA,John Madden Football '93 (USA) (Rev 1),USA
SNS-JM,John Madden Football (USA),USA
SHVC-ZTMJ-JPN,Joushou Mahjong Tenpai (Japan),Japan
SNSP-AJDP-EUR,Judge Dredd (Europe),Europe
SHVC-AJDJ-JPN,Judge Dredd (Japan),Japan
SNS-AJDE-USA,Judge Dredd (USA),USA
SHVC-JO,Jumbo Ozaki no Hole in One (Japan),Japan
SHVC-AJUJ-JPN,Jumpin' Derby (Japan),Japan
SNSP-7K,"Jungle Book, The (Europe)",Europe
SHVC-7K,"Jungle Book, The (Japan)",Japan
SNS-7K,"Jungle Book, The (USA)",USA
SNSP-AJGP-EUR,Jungle Strike (Europe),Europe
SNS-AJGE-USA,Jungle Strike (USA),USA
SHVC-AJGJ-JPN,Jungle Strike - Uketsugareta Kyouki (Japan),Japan
SHVC-JW-JPN,Jungle Wars 2 - Kodai Mahou Atimos no Nazo (Japan),Japan
SHVC-5J,Jungle no Ouja Tar-chan - Sekaimanyuu Daikakutou no Maki (Japan),Japan
SNSP-J8,Jurassic Park (Europe),Europe
SNSP-J8,Jurassic Park (France),
SNSP-J8,Jurassic Park (Germany),
SNSP-J8,Jurassic Park (Italy),
SHVC-J8,Jurassic Park (Japan),Japan
SNSP-J8,Jurassic Park (Spain),
SNS-J8,Jurassic Park (USA),USA
SNS-J8,Jurassic Park (USA) (Rev 1),USA
SNSP-A2JP-EUR,"Jurassic Park Part 2 - The Chaos Continues (Europe) (En,Fr,De,It)",Europe
SNS-A2JE-USA,"Jurassic Park Part 2 - The Chaos Continues (USA) (En,Fr,De,It)",USA
SNSP-AJLP-EUR,Justice League Task Force (Europe),Europe
SHVC-AJLJ-JPN,Justice League Task Force (Japan),Japan
SNS-AJLE-USA,Justice League Task Force (USA),USA
SHVC-JU,Jutei Senki (Japan),Japan
SHVC-AV,Juusou Kihei Valken (Japan),Japan
SNSP-PJ-EUR,K.H. Rummenigge's Player Manager (Germany),
SNS-BB,Ka-blooey (USA),USA
SHVC-IF,Kabuki Chou Reach Mahjong Tonpuusen (Japan),Japan
SHVC-QR,Kabuki Rocks (Japan),Japan
SHVC-4K,Kachiuma Yosou Soft - Baken Renkinjutsu (Japan),Japan
SHVC-UK,Kachou Shima Kousaku (Japan),Japan
SHVC-HV,Kagakusha Harley no Haran Banjou (Japan),Japan
SHVC-66,Kaite Tsukutte Asoberu Dezaemon (Japan),Japan
SHVC-AKAJ-JPN,Kakinoki Shougi (Japan),Japan
SHVC-EU-JPN,Kamaitachi no Yoru (Japan),Japan
SHVC-K4,Kamen Rider (Japan),Japan
SHVC-KA-JPN,Kamen Rider SD - Shutsugeki!! Rider Machine (Japan),Japan
SHVC-OH,Karura Ou (Japan),Japan
SHVC-AVFJ-JPN,Kashiwagi Shigetaka no Top Water Bassing (Japan),Japan
SHVC-AKCJ-JPN,Kat's Run - Zen-Nihon K-Car Senshuken (Japan),Japan
SHVC-A9HJ-JPN,Katou Hifumi Kudan - Shougi Club (Japan),Japan
SHVC-AKNJ-JPN,Kawa no Nushi Tsuri 2 (Japan),Japan
SNS-KC,Kawasaki Caribbean Challenge (USA),USA
SNSP-AKEP-EUR,Kawasaki Superbike Challenge (Europe),Europe
SNS-AKEE-USA,Kawasaki Superbike Challenge (USA),USA
SHVC-K9,Keeper (Japan),Japan
SHVC-8K-JPN,Keiba Eight Special (Japan),Japan
SHVC-8K-JPN,Keiba Eight Special (Japan) (Rev 1),Japan
SHVC-82,Keiba Eight Special 2 (Japan),Japan
SNS-JR,Ken Griffey Jr. Presents Major League Baseball (USA),USA
SNS-JR,Ken Griffey Jr. Presents Major League Baseball (USA) (Rev 1),USA
SNS-A9GE-USA,Ken Griffey Jr.'s Winning Run (USA),USA
SNS-M7-USA,Kendo Rage (USA),USA
SHVC-BX,Kentou Ou World Champion (Japan),Japan
SHVC-YB,Kenyuu Densetsu Yaiba (Japan),Japan
SHVC-NE-JPN,Kero Kero Keroppi no Bouken Nikki - Nemureru Mori no Keroleen (Japan),Japan
SHVC-IX,Kessen! Dokapon Oukoku IV - Densetsu no Yuusha-tachi (Japan),Japan
SNSP-PJ-UKV,Kevin Keegan's Player Manager (Europe),Europe
SNSP-KO-NOE,Kick Off (Europe),Europe
SNSP-37,"Kick Off 3 - European Challenge (Europe) (En,Fr,De,Es,It)",Europe
SNSP-ZI,Kid Klown in Crazy Chase (Europe),Europe
SNS-ZI,Kid Klown in Crazy Chase (USA),USA
SHVC-ZI-JPN,Kid Klown no Crazy Chase (Japan),Japan
SHVC-AGMJ-JPN,Kidou Butouden G Gundam (Japan),Japan
SHVC-PX-JPN,Kidou Keisatsu Patlabor (Japan),Japan
SHVC-78,Kidou Senshi Gundam - Cross Dimension 0079 (Japan),Japan
SHVC-GP,Kidou Senshi Gundam F91 - Formula Senki 0122 (Japan),Japan
SHVC-VU,Kidou Senshi V Gundam (Japan),Japan
SHVC-AO6J-JPN,Kidou Senshi Z Gundam - Away to the Newtype (Japan),Japan
SHVC-DY-JPN,Kidou Soukou Dion (Japan),Japan
SHVC-KK,Kikikai-kai - Nazo no Kuro Manteau (Japan),Japan
SHVC-MJ-JPN,Kikou Keisatsu Metal Jack (Japan),Japan
SHVC-JD,Kikuni Masahiko no Jantoushi Doraou (Japan),Japan
SHVC-2K,Kikuni Masahiko no Jantoushi Doraou 2 (Japan),Japan
SNSP-AKLP-EUR,Killer Instinct (Europe),Europe
SNS-AKLE-USA,Killer Instinct (USA),USA
SNS-AKLE-USA,Killer Instinct (USA) (Rev 1),USA
SHVC-AKJJ-JPN,Kindai Mahjong Special (Japan),Japan
SNS-AAKE-USA,King Arthur & The Knights of Justice (USA),USA
SNSP-RC,King Arthur's World (Europe),Europe
SNS-RC,King Arthur's World (USA),USA
SNSP-EI-NOE,King of Dragons (Europe),Europe
SNS-EI-USA,King of Dragons (USA),USA
SHVC-EI,"King of Dragons, The (Japan)",Japan
SHVC-KP,"King of Rally, The (Japan)",Japan
SNSP-KM-EUR,King of the Monsters (Europe),Europe
SHVC-KM-JPN,King of the Monsters (Japan),Japan
SNS-KM,King of the Monsters (USA),USA
SNS-A7SE-USA,King of the Monsters 2 (USA),USA
SHVC-KT,King of the Monsters 2 - The Next Thing (Japan),Japan
SHVC-J7,Kingyo Chuuihou! - Tobidase! Game Gakuen (Japan),Japan
SHVC-KI-JPN,Kinnikuman - Dirty Challenger (Japan),Japan
SHVC-CG,Kirby Bowl (Japan),Japan
SNS-AKFE-USA,Kirby Super Star (USA),USA
SHVC-BKKJ-JPN,Kirby no Kirakira Kids (Japan),Japan
SNS-PQ,Kirby's Avalanche (USA),USA
SNSP-CG,Kirby's Dream Course (Europe),Europe
SNS-CG,Kirby's Dream Course (USA),USA
SNS-AFJE-USA,Kirby's Dream Land 3 (USA),USA
SNSP-AKFP-EUR,Kirby's Fun Pak (Europe),Europe
SNSP-PQ,Kirby's Ghost Trap (Europe),Europe
SHVC-AZ6J-JPN,Kishin Douji Zenki - Battle Raiden (Japan),Japan
SHVC-AZDJ-JPN,Kishin Douji Zenki - Denei Raibu (Japan),Japan
SHVC-AZTJ-JPN,Kishin Douji Zenki - Tenchi Meidou (Japan),Japan
SHVC-HD,Kishin Kourinden Oni (Japan),Japan
SHVC-AVKJ-JPN,Kiteretsu Daihyakka - Choujikuu Sugoroku (Japan),Japan
SNSP-LO,Knights of the Round (Europe),Europe
SHVC-LO,Knights of the Round (Japan),Japan
SNS-LO,Knights of the Round (USA),USA
SHVC-ADFJ-JPN,Konpeki no Kantai (Japan),Japan
SHVC-AOOJ-JPN,Kouryaku Casino Bar (Japan),Japan
SHVC-VL-JPN,Kouryuu Densetsu Villgust - Kieta Shoujo (Japan),Japan
SHVC-AKVJ-JPN,Kouryuu no Mimi (Japan),Japan
SHVC-QG,Kouryuuki (Japan),Japan
SHVC-KQ,Koushien 2 (Japan),Japan
SHVC-3V,Koushien 3 (Japan),Japan
SHVC-A4VJ-JPN,Koushien 4 (Japan),Japan
SHVC-ASGJ-JPN,Kousoku Shikou Shougi Ou (Japan),Japan
SHVC-PZ,Koutetsu no Kishi (Japan),Japan
SHVC-2Z,Koutetsu no Kishi 2 - Sabaku no Rommel Gundan (Japan),Japan
SHVC-APZJ-JPN,Koutetsu no Kishi 3 - Gekitotsu Europe Sensen (Japan),Japan
SHVC-FH,Krusty World (Japan),Japan
SNSP-FH,Krusty's Super Fun House (Europe),Europe
SNSP-FH,Krusty's Super Fun House (Europe) (Rev 1),Europe
SNS-FH-USA,Krusty's Super Fun House (USA),USA
SNS-FH-USA,Krusty's Super Fun House (USA) (Rev 1),USA
SHVC-QO,Kunio no Oden (Japan),Japan
SHVC-ND,Kunio-kun no Dodge Ball Da yo Zenin Shuugou! (Japan),Japan
SHVC-ND,Kunio-kun no Dodge Ball Da yo Zenin Shuugou! - Tournament Special (Japan),Japan
SHVC-AKUJ-JPN,Kuusou Kagaku Sekai Gulliver Boy (Japan),Japan
SNS-AKPE-USA,Kyle Petty's No Fear Racing (USA),USA
SHVC-AKMJ-JPN,Kyuuyaku Megami Tensei (Japan),Japan
SHVC-A8YJ-JPN,La Wares (Japan),Japan
SHVC-ALSJ-JPN,Lady Stalker - Kako kara no Chousen (Japan),Japan
SNSP-LA,Lagoon (Europe),Europe
SNSP-LA,Lagoon (Germany),
SHVC-LA,Lagoon (Japan),Japan
SNS-LA-USA,Lagoon (USA),USA
SNSP-P-L8,Lamborghini American Challenge (Europe),Europe
SNS-L8,Lamborghini American Challenge (USA),USA
SHVC-ADLJ-JPN,Laplace no Ma (Japan),Japan
SHVC-QJ,Larry Nixon's Super Bass Fishing (Japan),Japan
SHVC-QJ,Larry Nixon's Super Bass Fishing (Japan) (Rev 1),Japan
SHVC-L6-JPN,Las Vegas Dream in Golden Paradise (Japan),Japan
SNSP-L5,Last Action Hero (Europe),Europe
SNS-L5,Last Action Hero (USA),USA
SHVC-3T-JPN,"Last Battle, The (Japan)",Japan
SHVC-ALBJ-JPN,Last Bible III (Japan),Japan
SNSP-LW-EUR,"Lawnmower Man, The (Europe)",Europe
SNS-LW,"Lawnmower Man, The (USA)",USA
SHVC-LC,Leading Company (Japan),Japan
SHVC-L9,Leading Jockey (Japan),Japan
SHVC-ALJJ-JPN,Leading Jockey 2 (Japan),Japan
SNSP-6L,Legend (Europe),Europe
SNS-6L,Legend (USA),USA
SNS-P-ZL,"Legend of Zelda, The - A Link to the Past (Canada)",Canada
SNSP-ZL,"Legend of Zelda, The - A Link to the Past (Europe)",Europe
SNSP-ZL,"Legend of Zelda, The - A Link to the Past (France)",
SNSP-ZL,"Legend of Zelda, The - A Link to the Past (Germany)",
SNS-P-ZL,"Legend of Zelda, The - A Link to the Past (USA)",USA
SNSP-GG,"Legend of the Mystical Ninja, The (Europe)",Europe
SNSP-GG,"Legend of the Mystical Ninja, The (Germany)",
SNS-GG,"Legend of the Mystical Ninja, The (USA)",USA
SNSP-LE,Lemmings (Europe),Europe
SHVC-LE,Lemmings (Japan),Japan
SNS-LE,Lemmings (USA),USA
SNS-LE,Lemmings (USA) (Rev 1),USA
SNSP-L2,Lemmings 2 - The Tribes (Europe),Europe
SHVC-L2,Lemmings 2 - The Tribes (Japan),Japan
SNS-L2,Lemmings 2 - The Tribes (USA),USA
SHVC-LN,Lennus - Kodai Kikai no Kioku (Japan),Japan
SHVC-ALNJ-JPN,Lennus II - Fuuin no Shito (Japan),Japan
SNS-LY,Lester the Unlikely (USA),USA
SNSP-LK,Lethal Enforcers (Europe),Europe
SHVC-LK,Lethal Enforcers (Japan),Japan
SNS-LK,Lethal Enforcers (USA),USA
SNSP-L3,Lethal Weapon (Europe),Europe
SNS-L3,Lethal Weapon (USA),USA
SNS-L3,Lethal Weapon (USA) (Arcade),USA
SHVC-26,Libble Rabble (Japan),Japan
SNS-7L,Liberty or Death (USA),USA
SHVC-LF,Light Fantasy (Japan),Japan
SHVC-ALRJ-JPN,Light Fantasy II (Japan),Japan
SNSP-ALKP-EUR,"Lion King, The (Europe)",Europe
SHVC-ALKJ-JPN,"Lion King, The (Japan)",Japan
SNS-ALKE-USA,"Lion King, The (USA)",USA
SHVC-LI-JPN,Little Magic (Japan),Japan
SHVC-ALMJ-JPN,Little Master - Nijiiro no Maseki (Japan),Japan
SHVC-5V,Live A Live (Japan),Japan
SNS-AZ,Lock On (USA),USA
SHVC-7Z,Lode Runner Twin - Justy to Liberty no Daibouken (Japan),Japan
SHVC-ALWJ-JPN,Lodoss-tou Senki (Japan),Japan
SHVC-A6YJ-JPN,Logos Panic Goaisatsu (Japan),Japan
SNSP-DV,Looney Tunes - Road Runner (Europe),Europe
SHVC-DV,Looney Tunes - Road Runner vs Wile E. Coyote (Japan),Japan
SNS-ALTE-USA,Looney Tunes B-Ball (USA),USA
SNSP-ALTP,Looney Tunes Basketball (Europe),Europe
SHVC-LM,Lord Monarch (Japan),Japan
SHVC-LM,Lord Monarch (Japan) (Rev 1) (NP),Japan
SNS-IZ,Lord of Darkness (USA),USA
SNS-LV,Lost Vikings 2 (USA),USA
