system,game_id,game_name,ch_name,UMD_ID,date,genre,img,language,publisher,region
psp,861,TalkMan Shiki - Shabilingual Eikaiwa (Microphone Doukonban),翻译精灵式-英语会话(麦克风同捆版),UCJS-10050,2007-01-21,Education,https://data.yang2000ling.com/img/psp_200/0861.jpg,日语|英文,Sony,日版
psp,862,Rocky Balboa,洛奇6 永远的拳王,ULES-00670,2007-01-22,Sports,https://data.yang2000ling.com/img/psp_200/0862.jpg,西班牙语|意大利语|德语|英文|法文,Ubi Soft,欧版
psp,863,DJ Max Emotional Sense P - Portable - Dynamic Sound Creation (International),DJMax 携带版(International),ULKS-46059,2007-01-22,Rhytm,https://data.yang2000ling.com/img/psp_200/0863.jpg,英文,Pentavision,韩版
psp,864,Lost Regnum - Makutsu no Koutei,迷失王国-魔窟的皇帝,ULJM-05217,2007-01-23,Action RPG,https://data.yang2000ling.com/img/psp_200/0864.jpg,日语,Ertain,日版
psp,865,Every Extend Extra,音乐爆破,ULES-00468,2007-01-23,Puzzle,https://data.yang2000ling.com/img/psp_200/0865.jpg,西班牙语|意大利语|德语|英文|法文,Buena Vista Games,欧版
psp,866,Sid Meier's Pirates!,席德梅尔的海盗,ULUS-10224,2007-01-23,Strategy,https://data.yang2000ling.com/img/psp_200/0866.jpg,西班牙语|意大利语|德语|英文|法文,2K Games,美版
psp,867,"Legend of Heroes III - Song of the Ocean, The",英雄传说-海之槛歌,ULUS-10144,2007-01-24,RPG,https://data.yang2000ling.com/img/psp_200/0867.jpg,英文,Bandai Namco Games,美版
psp,868,TalkMan Shiki - Shabe Lingual Eikaiwa,翻译精灵式-英语会话,UCKS-45044,2007-01-25,Education,https://data.yang2000ling.com/img/psp_200/0868.jpg,韩语,Sony,韩版
psp,869,Parodius Portable,Q版沙罗曼蛇 携带版,ULJM-05220,2007-01-25,Shooter,https://data.yang2000ling.com/img/psp_200/0869.jpg,日语,Konami,日版
psp,870,Salamander Portable,沙罗曼蛇 携带版,ULJM-05219,2007-01-25,Shooter,https://data.yang2000ling.com/img/psp_200/0870.jpg,日语,Konami,日版
psp,871,TwinBee Portable,兵蜂 携带版,ULJM-05221,2007-01-25,Shooter,https://data.yang2000ling.com/img/psp_200/0871.jpg,日语,Konami,日版
psp,872,Mahjong Haoh Portable - Jansou Battle,麻雀霸王-雀庄对战,ULJM-05173,2007-01-25,Board Games,https://data.yang2000ling.com/img/psp_200/0872.jpg,日语,Mycom,日版
psp,873,Intelligent License 2,智能执照2,ULJS-00087,2007-01-26,Puzzle,https://data.yang2000ling.com/img/psp_200/0873.jpg,日语,NowPro,日版
psp,874,Family Guy - Video Game!,家庭伙伴,ULES-00601,2007-01-26,Adventure,https://data.yang2000ling.com/img/psp_200/0874.jpg,西班牙语|意大利语|德语|英文|法文,2k Games,欧版
psp,875,NBA Live 07,NBA实况07,ULJM-05190,2007-01-27,Sports,https://data.yang2000ling.com/img/psp_200/0875.jpg,日语,Electronic Arts,日版
psp,876,Routes Portable,Routes 携带版,ULJS-00095,2007-01-29,Adventure,https://data.yang2000ling.com/img/psp_200/0876.jpg,日语,Aquaplus,日版
psp,877,Dungeon Siege - Throne of Agony,地牢围攻-痛苦的王座,ULES-00569,2007-01-31,RPG,https://data.yang2000ling.com/img/psp_200/0877.jpg,西班牙语|意大利语|德语|英文|法文,2k Games,欧版
psp,878,NFL Street 3,NFL街头橄榄球3,ULES-00641,2007-02-05,Sports,https://data.yang2000ling.com/img/psp_200/0878.jpg,英文,Electronic Arts,欧版
psp,879,BattleZone,战争地带,ULES-00522,2007-02-14,Action,https://data.yang2000ling.com/img/psp_200/0879.jpg,西班牙语|意大利语|德语|英文|法文,Atari,欧版
psp,880,Metal Slug Anthology,合金弹头精选集,ULES-00530,2007-02-05,Action,https://data.yang2000ling.com/img/psp_200/0880.jpg,英文,Ignition Entertainment,欧版
psp,881,Mite Kiite Nou de Kanjite Crossword Tengoku,视听感觉-填字游戏天国,ULJM-05168,2007-02-01,Puzzle,https://data.yang2000ling.com/img/psp_200/0881.jpg,日语,SEGA,日版
psp,882,Ys - Napishtim no Hako (Special Edition),伊苏-纳比斯汀的方舟(特别版),ULJM-05155,2007-02-01,RPG,https://data.yang2000ling.com/img/psp_200/0882.jpg,日语,Konami,日版
psp,883,"Sims 2 - Pet Wan Nyan Life ,The",模拟人生2-宠物当家,ULJM-05212,2007-02-03,Virtual Pet,https://data.yang2000ling.com/img/psp_200/0883.jpg,日语,Electronic Arts,日版
psp,884,Shinobido - Tales of the Ninja,忍道-焰,UCES-00421,2007-02-04,Fighting,https://data.yang2000ling.com/img/psp_200/0884.jpg,英文,Spike,欧版
psp,885,Routes Portable (Kinou Genteiban),Routes 携带版(Kinou,ULJS-00094,2007-02-05,Adventure,https://data.yang2000ling.com/img/psp_200/0885.jpg,日语,Aquaplus,日版
psp,886,Bomberman,炸弹人,ULES-00469,2007-02-07,Puzzle,https://data.yang2000ling.com/img/psp_200/0886.jpg,西班牙语|意大利语|德语|英文|法文,Konami,欧版
psp,887,Capcom Puzzle World,卡普空益智世界,ULUS-10217,2007-02-07,Compilation,https://data.yang2000ling.com/img/psp_200/0887.jpg,英文,Capcom,美版
psp,888,Activision Hits Remixed,Activision经典游戏合集,ULES-00640,2007-02-14,Compilation,https://data.yang2000ling.com/img/psp_200/0888.jpg,英文,Activision,欧版
psp,889,Medal of Honor - Heroes,荣誉勋章-英雄,ULJM-05213,2007-02-08,First Person Shooter,https://data.yang2000ling.com/img/psp_200/0889.jpg,日语,Electronic Arts,日版
psp,890,Reel Fishing - The Great Outdoors,鱼之眼 携带版,ULES-00612,2007-02-08,Fishing,https://data.yang2000ling.com/img/psp_200/0890.jpg,英文,Namco,欧版
psp,891,World Series of Poker - Tournament of Champions - 2007 Edition,世界扑克大赛-2007年度版,ULES-00591,2007-02-08,Gambling,https://data.yang2000ling.com/img/psp_200/0891.jpg,英文,Activision,欧版
psp,892,Online Chess Kingdoms,在线象棋国度,ULES-00570,2007-02-08,Board Games,https://data.yang2000ling.com/img/psp_200/0892.jpg,西班牙语|意大利语|德语|英文|法文,Konami,欧版
psp,893,New Rainbow Island - Hurdy Gurdy Daibouken!!,新彩虹岛-手风琴大冒险,ULJS-00099,2007-02-08,Action,https://data.yang2000ling.com/img/psp_200/0893.jpg,日语,Marvelous,日版
psp,894,Winning Eleven - Pro Evolution Soccer 2007,实况足球2007,ULUS-10169,2007-02-08,Sports,https://data.yang2000ling.com/img/psp_200/0894.jpg,西班牙语|英文,Konami,美版
psp,895,MTX Mototrax,MTX越野摩托,ULES-00581,2007-02-09,Racing,https://data.yang2000ling.com/img/psp_200/0895.jpg,英文,Activision,欧版
psp,896,Ghost Rider,恶灵骑士,ULUS-10210,2007-02-09,Action,https://data.yang2000ling.com/img/psp_200/0896.jpg,西班牙语|意大利语|德语|英文|法文,2k Games,美版
psp,897,Gurumin - A Monstrous Adventure,咕噜小天使-怪物历险记,ULUS-10228,2007-02-10,Action RPG,https://data.yang2000ling.com/img/psp_200/0897.jpg,英文,Mastiff,美版
psp,898,Chili Con Carnage,致命卧底,ULES-00629,2007-02-10,Shooter,https://data.yang2000ling.com/img/psp_200/0898.jpg,西班牙语|意大利语|德语|英文|法文,Eidos Interactive,欧版
psp,899,"Warriors, The",战士帮,ULES-00483,2007-02-14,Action,https://data.yang2000ling.com/img/psp_200/0899.jpg,英文,Rockstar Games,欧版
psp,900,"Warriors, The",战士帮,ULUS-10213,2007-02-14,Action,https://data.yang2000ling.com/img/psp_200/0900.jpg,英文,Rockstar Games,美版
psp,901,Ratchet & Clank - Size Matters,瑞奇与叮当-尺寸事件,UCUS-98633,2007-02-14,Shooter,https://data.yang2000ling.com/img/psp_200/0901.jpg,西班牙语|意大利语|德语|英文|法文,Sony,美版
psp,902,Lumines II,音乐方块2,ULJM-05232,2007-02-14,Puzzle,https://data.yang2000ling.com/img/psp_200/0902.jpg,日语,Q Entertainment,日版
psp,903,Tales of Destiny 2,宿命传说2,ULJS-00097,2007-02-14,RPG,https://data.yang2000ling.com/img/psp_200/0903.jpg,日语,Namco,日版
psp,904,Aedeus Memories Shinten Makai - GOC V,新天魔界混沌时代5,ULKS-46067,2007-02-15,RPG,https://data.yang2000ling.com/img/psp_200/0904.jpg,韩语,CyberfrontGeneX,韩版
psp,905,ToCA Race Driver 3 Challenge,超级房车赛3 挑战,ULES-00615,2007-02-15,Racing,https://data.yang2000ling.com/img/psp_200/0905.jpg,西班牙语|意大利语|德语|英文|法文,Codemasters,欧版
psp,906,Kanon,雪之少女,ULJM-05203,2007-05-01,Adventure,https://data.yang2000ling.com/img/psp_200/0906.jpg,日语,Prototype,日版
psp,907,Rezel Cross,超杰交融,UCAS-40140,2007-02-16,RPG,https://data.yang2000ling.com/img/psp_200/0907.jpg,中文,Sony,中国版
psp,908,Monster Hunter Portable 2nd,怪物猎人2 携带版,ULJM-05156,2007-02-16,Action RPG,https://data.yang2000ling.com/img/psp_200/0908.jpg,日语,Capcom,日版
psp,909,Tiger Woods PGA Tour 07,泰格伍兹高尔夫球巡回赛2007,ULJM-05192,2007-02-16,Sports,https://data.yang2000ling.com/img/psp_200/0909.jpg,日语,Electronic Arts,日版
psp,910,Over the Hedge - Hammy Goes Nuts!,篱笆墙外-疯狂的哈米,ULES-00665,2007-02-16,Action Adventure,https://data.yang2000ling.com/img/psp_200/0910.jpg,西班牙语|意大利语|德语|英文|法文,Activision,欧版
psp,911,Arthur and the Invisibles,亚瑟和他的迷你王国,ULES-00668,2007-02-16,Action Adventure,https://data.yang2000ling.com/img/psp_200/0911.jpg,瑞典语|西班牙语|芬兰语|荷兰语|英文,Atari,欧版
psp,912,Avatar - The Legend of Aang,降世神通-最后的空气大师,ULES-00633,2007-02-19,Action,https://data.yang2000ling.com/img/psp_200/0912.jpg,德语|荷兰语|英文|法文,THQ,欧版
psp,913,Boku wa Koukuu Kanseikan - Airport Hero Shinsensai,我是航空管制官-机场英雄新千岁,ULJM-05231,2007-02-21,Simulation,https://data.yang2000ling.com/img/psp_200/0913.jpg,日语,Sonic Powered,日版
psp,914,Akudaikan Manyuuki - Seigi no Yaiba,恶代官漫游记-正义之刃,ULJM-05229,2007-02-21,Adventure,https://data.yang2000ling.com/img/psp_200/0914.jpg,日语,Global A,日版
psp,915,Shrek - Smash n' Crash Racing,怪物史莱克-冲撞赛车,ULES-00618,2007-02-21,Racing,https://data.yang2000ling.com/img/psp_200/0915.jpg,西班牙语|意大利语|德语|英文|法文,Activision,欧版
psp,916,Metal Slug Anthology,合金弹头精选集,ULUS-10154,2007-02-21,Compilation,https://data.yang2000ling.com/img/psp_200/0916.jpg,英文,SNK Playmore,美版
psp,917,Metal Slug Complete,合金弹头精选集,ULJS-00090,2007-02-22,Compilation,https://data.yang2000ling.com/img/psp_200/0917.jpg,日语,SNK Playmore,日版
psp,918,M.A.C.H. - Modified Air Combat Heroes,空战英雄,ULUS-10180,2007-02-22,Action,https://data.yang2000ling.com/img/psp_200/0918.jpg,英文,Vivendi Games,美版
psp,919,Simple 2500 Series Portable Vol. 9 - The My Taxi,廉价2500系列Vol.9-我的出租车,ULJS-00096,2007-02-22,Driving,https://data.yang2000ling.com/img/psp_200/0919.jpg,日语,D3 Publisher,日版
psp,920,WWE SmackDown! vs. RAW 2007,世界摔跤联盟2007,ULJM-05233,2007-02-22,Sports,https://data.yang2000ling.com/img/psp_200/0920.jpg,日语,THQ,日版
psp,921,Arthur and the Invisibles,亚瑟和他的迷你王国,ULES-00669,2007-02-22,Action Adventure,https://data.yang2000ling.com/img/psp_200/0921.jpg,西班牙语|意大利语|德语|英文|法文,Atari,欧版
psp,922,"Hustle - Detroit Streets, The",肆无忌惮-底特律大街,ULES-00603,2007-02-22,Sports,https://data.yang2000ling.com/img/psp_200/0922.jpg,德语|英文|法文,Deep Silver,欧版
psp,923,Monster Kingdom - Jewel Summoner,怪兽王国-晶石召唤师,ULUS-10211,2007-02-22,RPG,https://data.yang2000ling.com/img/psp_200/0923.jpg,英文,Atlus,美版
psp,924,Ghost Rider,恶灵骑士,ULES-00630,2007-02-24,Action,https://data.yang2000ling.com/img/psp_200/0924.jpg,西班牙语|意大利语|德语|英文|法文,2k Games,欧版
psp,925,Major League Baseball 2K7,美国职业棒球大联盟2007,ULUS-10229,2007-02-27,Sports,https://data.yang2000ling.com/img/psp_200/0925.jpg,英文,2K Sports,美版
psp,926,MLB 07 - The Show,美国职棒大联盟07,UCUS-98667,2007-02-27,Sports,https://data.yang2000ling.com/img/psp_200/0926.jpg,英文,Sony,美版
psp,927,300 - March to Glory,斯巴达300勇士-光辉进军300 -,ULUS-10241,2007-03-01,Action,https://data.yang2000ling.com/img/psp_200/0927.jpg,西班牙语|意大利语|德语|英文|法文,Warner Bros Interactive,美版
psp,928,Marvel Trading Card Game,漫画英雄卡片游戏,ULUS-10196,2007-03-01,Strategy,https://data.yang2000ling.com/img/psp_200/0928.jpg,英文,Konami,美版
psp,929,Magic Sudoku,魔法数独,UCAS-40139,2007-03-01,Puzzle,https://data.yang2000ling.com/img/psp_200/0929.jpg,中文|英文,Success,中国版
psp,930,Final Armada,最后的舰队,ULES-00661,2007-03-01,Action,https://data.yang2000ling.com/img/psp_200/0930.jpg,西班牙语|意大利语|德语|英文|法文,Virgin Play,欧版
psp,931,Yu-Gi-Oh! GX Tag Force,游戏王GX 卡片力量,ULES-00600,2007-03-02,Card Battle,https://data.yang2000ling.com/img/psp_200/0931.jpg,西班牙语|日语|意大利语|德语|英文|法文,Konami,欧版
psp,932,Lost Regnum - The Emperor of Theives,迷失王国-魔窟的皇帝,UCAS-40142,2007-03-02,RPG,https://data.yang2000ling.com/img/psp_200/0932.jpg,中文|英文,Ertain,中国版
psp,933,Chili Con Carnage,致命卧底,ULUS-10216,2007-03-05,Action,https://data.yang2000ling.com/img/psp_200/0933.jpg,英文,Eidos Interactive,美版
psp,934,Burnout Dominator,火爆狂飙 统治者,ULUS-10236,2007-03-07,Racing,https://data.yang2000ling.com/img/psp_200/0934.jpg,英文,Electronic Arts,美版
psp,935,Sid Meier's Pirates!,席德梅尔的海盗,ULES-00688,2007-03-09,Adventure Strategy,https://data.yang2000ling.com/img/psp_200/0935.jpg,西班牙语|意大利语|德语|英文|法文,2K Games,欧版
psp,936,M.A.C.H. - Modified Air Combat Heroes,空战英雄,ULES-00565,2007-03-13,Simulator,https://data.yang2000ling.com/img/psp_200/0936.jpg,英文,Vivendi Games,欧版
psp,937,Call of Duty - Roads to Victory,使命召唤-通往胜利之路,ULUS-10218,2007-03-14,First Person Shooter,https://data.yang2000ling.com/img/psp_200/0937.jpg,西班牙语|日语|意大利语|德语|英文|法文,Activision,美版
psp,938,EA Replay,EA经典游戏合集,ULES-00592,2007-03-15,Retro Compilation,https://data.yang2000ling.com/img/psp_200/0938.jpg,西班牙语|意大利语|德语|荷兰语|英文,Electronic Arts,欧版
psp,939,Championship Manager 2007,冠军足球经理2007,ULES-00636,2007-03-16,Sports,https://data.yang2000ling.com/img/psp_200/0939.jpg,英文,Eidos Interactive,欧版
psp,940,TMNT,忍者神龟,ULUS-10243,2007-03-17,Action,https://data.yang2000ling.com/img/psp_200/0940.jpg,西班牙语|意大利语|德语|英文|法文,Ubi Soft,美版
psp,941,San Goku Shi VIII,三国志8,ULJM-05240,2007-03-19,Strategy,https://data.yang2000ling.com/img/psp_200/0941.jpg,日语,Koei,日版
psp,942,Puyo Puyo! - Puyo Puyo 15th Anniversary,噗哟噗哟!-噗哟噗哟15周年纪念版,ULJM-05177,2007-03-20,Puzzle,https://data.yang2000ling.com/img/psp_200/0942.jpg,日语,SEGA,日版
psp,943,Bomberman Land Portable,炸弹人乐园 携带版,ULJM-05181,2007-03-20,Action,https://data.yang2000ling.com/img/psp_200/0943.jpg,日语,Hudson,日版
psp,944,"Seigneur des Anneaux, Le - Tactics",指环王-战略版,ULES-00199,2007-03-20,Strategy,https://data.yang2000ling.com/img/psp_200/0944.jpg,法文,Electronic Arts,法版
psp,945,UEFA Champions League 2006-2007,欧洲冠军联赛2006-2007,ULES-00699,2007-03-20,Sports,https://data.yang2000ling.com/img/psp_200/0945.jpg,英文,Electronic Arts,欧版
psp,946,Rocky Balboa,洛奇6 永远的拳王,ULUS-10233,2007-03-20,Sports,https://data.yang2000ling.com/img/psp_200/0946.jpg,英文,Ubi Soft,美版
psp,947,After Burner - Black Falcon,冲破火网-黑鹰,ULES-00785,2007-03-21,Action,https://data.yang2000ling.com/img/psp_200/0947.jpg,西班牙语|意大利语|德语|英文|法文,SEGA,欧版
psp,948,V8 Supercars Australia 3 - Shootout,超级房车赛3 挑战,ULES-00614,2007-03-21,Racing,https://data.yang2000ling.com/img/psp_200/0948.jpg,西班牙语|意大利语|德语|英文|法文,Codemasters,澳洲版
psp,949,Monster Hunter Portable,怪物猎人 携带版,UCKS-45036,2007-03-21,RPG,https://data.yang2000ling.com/img/psp_200/0949.jpg,英文,Capcom,韩版
psp,950,Virtua Tennis 3,VR网球3,ULES-00763,2007-03-21,Sports,https://data.yang2000ling.com/img/psp_200/0950.jpg,西班牙语|日语|意大利语|德语|英文|法文,SEGA,欧版
psp,951,Asphalt - Urban GT 2,狂野飙车2,ULES-00719,2007-03-21,Racing,https://data.yang2000ling.com/img/psp_200/0951.jpg,西班牙语|意大利语|德语|英文|法文,Gameloft,欧版
psp,952,TMNT - Teenage Mutant Ninja Turtles,忍者神龟,ULES-00759,2007-03-21,Action,https://data.yang2000ling.com/img/psp_200/0952.jpg,西班牙语|意大利语|德语|英文|法文,Ubi Soft,欧版
psp,953,UEFA Champions League 2006-2007,欧洲冠军联赛2006-2007,ULUS-10221,2007-03-21,Sports,https://data.yang2000ling.com/img/psp_200/0953.jpg,英文,Electronic Arts,美版
psp,954,Gunpey,线条方块,ULES-00648,2007-03-22,Puzzle,https://data.yang2000ling.com/img/psp_200/0954.jpg,西班牙语|意大利语|德语|荷兰语|英文,Bandai Namco Games,欧版
psp,955,Dragon Ball Z - Shin Budokai Another Road,龙珠Z-真武道会2,ULUS-10234,2007-03-22,Action,https://data.yang2000ling.com/img/psp_200/0955.jpg,英文,Atari,美版
psp,956,Full Auto 2 - Battlelines,全能赛车2-火线追击,ULUS-10220,2007-03-22,Driving,https://data.yang2000ling.com/img/psp_200/0956.jpg,英文,SEGA,美版
psp,957,Puzzle Quest - Challenge of the Warlords,益智探险-战神的挑战,ULUS-10225,2007-03-22,Puzzle,https://data.yang2000ling.com/img/psp_200/0957.jpg,英文,D3 Publisher,美版
psp,958,Test Drive Unlimited,无限试驾,ULUS-10249,2007-03-22,Racing,https://data.yang2000ling.com/img/psp_200/0958.jpg,英文,Atari,美版
psp,959,Rainbow Islands Evolution,新彩虹岛-手风琴大冒险,ULES-00954,2007-03-26,Action,https://data.yang2000ling.com/img/psp_200/0959.jpg,西班牙语|日语|意大利语|德语|英文|法文,Rising Star Games,欧版
psp,960,Call of Duty - Roads to Victory,使命召唤-通往胜利之路,ULES-00644,2007-03-28,First Person Shooter,https://data.yang2000ling.com/img/psp_200/0960.jpg,德语,Activision,德版
psp,961,Full Auto 2 - Battlelines,全能赛车2-火线追击,ULES-00754,2007-03-28,Driving,https://data.yang2000ling.com/img/psp_200/0961.jpg,西班牙语|意大利语|德语|英文|法文,SEGA,欧版
psp,962,Virtua Tennis 3,VR网球3,ULUS-10246,2007-03-28,Sports,https://data.yang2000ling.com/img/psp_200/0962.jpg,西班牙语|日语|意大利语|德语|英文|法文,SEGA,美版
psp,963,300 - March to Glory,斯巴达300勇士-光辉进军300 -,ULES-00766,2007-03-29,RPG,https://data.yang2000ling.com/img/psp_200/0963.jpg,西班牙语|意大利语|德语|英文|法文,Warner Bros Interactive,欧版
psp,964,Prince of Persia - Rival Swords,波斯王子-宿敌之剑,ULES-00579,2007-03-29,Action,https://data.yang2000ling.com/img/psp_200/0964.jpg,西班牙语|意大利语|德语|英文|法文,Ubi Soft,欧版
psp,965,Test Drive Unlimited,无限试驾,ULES-00637,2007-03-29,Racing,https://data.yang2000ling.com/img/psp_200/0965.jpg,西班牙语|意大利语|德语|英文|法文,Atari,欧版
psp,966,DJ Max Emotional Sense P 2 - Sound Miracle,DJMax2 携带版,ULKS-46116,2007-03-29,Rhythm,https://data.yang2000ling.com/img/psp_200/0966.jpg,韩语|日语|英文,Pentavision,韩版
psp,967,"Con, The",非法地带,ULES-00511,2007-03-29,Fighting,https://data.yang2000ling.com/img/psp_200/0967.jpg,德语,Sony,德版
psp,968,UEFA Champions League 2006-2007,欧洲冠军联赛2006-2007,ULES-00708,2007-03-29,Sports,https://data.yang2000ling.com/img/psp_200/0968.jpg,德语,Electronic Arts,德版
psp,969,Killzone - Liberation,杀戮地带-解放行动,UCKS-45041,2007-03-30,Action Shooter,https://data.yang2000ling.com/img/psp_200/0969.jpg,韩语,Sony,韩版
psp,970,Call of Duty - Roads to Victory,使命召唤-通往胜利之路,ULES-00643,2007-03-30,First Person Shooter,https://data.yang2000ling.com/img/psp_200/0970.jpg,西班牙语|意大利语|英文|法文,Activision,欧版
psp,971,Midnight Club 3 - DUB Edition (v2),湾岸午夜俱乐部3-DUB版(v2),ULUS-10021,2007-03-31,Racing,https://data.yang2000ling.com/img/psp_200/0971.jpg,英文,Rockstar Games,美版
psp,972,UEFA Champions League 2006-2007,欧洲冠军联赛2006-2007,ULES-00707,2007-03-31,Sports,https://data.yang2000ling.com/img/psp_200/0972.jpg,意大利语,Electronic Arts,意大利版
psp,973,Exit 2,紧急出口2,ULES-00620,2007-04-01,Action,https://data.yang2000ling.com/img/psp_200/0973.jpg,西班牙语|意大利语|德语|英文|法文,505 Games,欧版
psp,974,Free Running,自由奔跑,ULES-00704,2007-04-01,Action,https://data.yang2000ling.com/img/psp_200/0974.jpg,英文,Ubi Soft,欧版
psp,975,Ford Street Racing - XR Edition,福特街头赛车-XR,ULES-00588,2007-04-02,Racing,https://data.yang2000ling.com/img/psp_200/0975.jpg,英文,Xplosive Entertainment,欧版
psp,976,Jikkyou Powerful Pro Yakyuu Portable 2,实况力量棒球2 携带版,ULJM-05195,2007-04-04,Sports,https://data.yang2000ling.com/img/psp_200/0976.jpg,日语,Konami,日版
psp,977,Kidou Senshi Gundam Seed - Rengou vs. Z.A.F.T. Portable,机动战士高达SEED-联合军vs.扎夫特 携带版,ULJM-05238,2007-04-04,Action,https://data.yang2000ling.com/img/psp_200/0977.jpg,日语,Bandai Namco Games,日版
psp,978,Prince of Persia - Rival Swords,波斯王子-宿敌之剑,ULUS-10240,2007-04-06,Action,https://data.yang2000ling.com/img/psp_200/0978.jpg,西班牙语|英文|法文,Ubi Soft,美版
psp,979,Innocent Life - A Futuristic Harvest Moon,新牧场物语-无暇人生,ULES-00658,2007-04-07,Strategy,https://data.yang2000ling.com/img/psp_200/0979.jpg,西班牙语|意大利语|德语|英文|法文,Rising Star Games,欧版
psp,980,Pimp My Ride,嘻哈飙车族,ULUS-10256,2007-04-09,Racing,https://data.yang2000ling.com/img/psp_200/0980.jpg,英文,Activision,美版
psp,981,Dora-Slot - Bakuenchi! Kyoujin no Hoshi II (v2),实战柏青嫂!巨人之星2(v2),ULJM-05027,2007-04-10,Gambling,https://data.yang2000ling.com/img/psp_200/0981.jpg,日语,Dorart,日版
psp,982,Tobidase! Trouble Hanafuda Douchuuki,飞吧!老虎的纸牌道中记,ULJM-05207,2007-04-18,TBC,https://data.yang2000ling.com/img/psp_200/0982.jpg,日语,Kadokawa Shoten,日版
psp,983,Final Fantasy,最终幻想-20周年纪念版,ULJM-05241,2007-04-18,RPG,https://data.yang2000ling.com/img/psp_200/0983.jpg,日语|英文,Square Enix,日版
psp,984,Valhalla Knights,瓦尔哈拉骑士,ULUS-10230,2007-04-18,RPG,https://data.yang2000ling.com/img/psp_200/0984.jpg,英文,Xseed Games,美版
psp,985,Aces of War,零式舰上战斗记 征空王,ULES-00590,2007-04-18,Simulation,https://data.yang2000ling.com/img/psp_200/0985.jpg,英文,505 Games,欧版
psp,986,Isshou Asoberu Todai Shougi - Tsumeshogi Dojo,可以玩一生-东大将棋解残局道场,ULJM-05239,2007-04-19,Board Games,https://data.yang2000ling.com/img/psp_200/0986.jpg,日语,NCS,日版
psp,987,Zendoku,禅读,ULES-00692,2007-04-19,Puzzle,https://data.yang2000ling.com/img/psp_200/0987.jpg,西班牙语|意大利语|德语|英文|法文,Eidos Interactive,欧版
psp,988,Mind Quiz,智力问答,ULES-00701,2007-04-20,Puzzle,https://data.yang2000ling.com/img/psp_200/0988.jpg,西班牙语|意大利语|德语|英文|法文,Ubi Soft,欧版
psp,989,Pocket Pool,狂野口袋撞球,ULUS-10151,2007-04-20,Sports,https://data.yang2000ling.com/img/psp_200/0989.jpg,英文,Conspiracy Entertainment,美版
psp,990,After Burner - Black Falcon,冲破火网-黑鹰,ULUS-10244,2007-04-25,Simulation,https://data.yang2000ling.com/img/psp_200/0990.jpg,西班牙语|意大利语|德语|英文|法文,SEGA,美版
psp,991,Carol Vorderman's Sudoku,卡罗尔沃德曼的数独,ULUS-10126,2007-04-25,Puzzle,https://data.yang2000ling.com/img/psp_200/0991.jpg,西班牙语|意大利语|德语|英文|法文,Xplosive Entertainment,美版
psp,992,Aedis Eclipse - Generation of Chaos,新天魔界混沌时代5,ULUS-10242,2007-04-25,RPG,https://data.yang2000ling.com/img/psp_200/0992.jpg,英文,NIS America,美版
psp,993,"Fast and The Furious,The",速度与激情-东京漂移,ULUS-10198,2007-04-25,Driving,https://data.yang2000ling.com/img/psp_200/0993.jpg,英文,Namco Bandai Games,美版
psp,994,Metal Gear Solid - Portable Ops,合金装备-掌上行动,ULES-00645,2007-04-25,Action Adventure,https://data.yang2000ling.com/img/psp_200/0994.jpg,西班牙语|意大利语|德语|英文|法文,Konami,欧版
psp,995,Minna no Chizu 2,大家的地图2,ULJS-00103,2007-04-26,GPS,https://data.yang2000ling.com/img/psp_200/0995.jpg,日语,Zenrin,日版
psp,996,Xyanide Resurrection,幻影战机 复苏,ULES-00634,2007-04-26,Shooter,https://data.yang2000ling.com/img/psp_200/0996.jpg,西班牙语|意大利语|德语|英文|法文,Playlogic,欧版
psp,997,Death Jr. II - Root of Evil,小死神2-邪恶的根源,ULES-00582,2007-04-27,Platformer,https://data.yang2000ling.com/img/psp_200/0997.jpg,西班牙语|意大利语|德语|英文|法文,Konami,欧版
psp,998,Grand Theft Auto - Liberty City Stories (v3),侠盗猎车-自由城的故事(v3),ULUS-10041,2007-04-27,Action Adventure,https://data.yang2000ling.com/img/psp_200/0998.jpg,西班牙语|意大利语|德语|英文|法文,Rockstar Games,美版
psp,999,Burnout Dominator,火爆狂飙 统治者,ULES-00750,2007-04-27,Racing,https://data.yang2000ling.com/img/psp_200/0999.jpg,英文,Electronic Arts,欧版
psp,1000,Lost Regnum - Makutsu no Koutei,迷失王国-魔窟的皇帝,ULKS-46138,2007-04-28,RPG,https://data.yang2000ling.com/img/psp_200/1000.jpg,韩语,Ertain,韩版
psp,1001,"Sims 2 - Pets, The",模拟人生2-宠物当家,ULAS-42085,2007-04-28,Virtual Pet,https://data.yang2000ling.com/img/psp_200/1001.jpg,中文|英文,Electronic Arts,中国版
psp,1002,Minna no Chizu 2 (Soft Tantaiban),大家的地图2,ULJS-00104,2007-05-03,GPS,https://data.yang2000ling.com/img/psp_200/1002.jpg,日语,Zenrin,日版
psp,1003,Cube,魔幻方块,ULUS-10223,2007-05-03,Puzzle,https://data.yang2000ling.com/img/psp_200/1003.jpg,英文,D3 Publisher,美版
psp,1004,TalkMan,翻译精灵,UCAS-40045,2007-05-05,Translation,https://data.yang2000ling.com/img/psp_200/1004.jpg,韩语|日语|中文|英文,Sony,中国版
