system,game_id,game_name,ch_name,img
pcecd,PCECD#16,"Atlas, The - Renaissance Voyager (Japan)",佛罗伦斯航海者 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD16.jpg
pcecd,PCECD#17,Aurora Quest - Otaku no Seiza in Another World (Japan),極光任務 - 遙遠的星座 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD17.jpg
pcecd,PCECD#18,AV Tanjou (Japan) (Unl),AV 诞生 （日版） （非官方版）,https://data.yang2000ling.com/img/pcecd_200/PCECD18.jpg
pcecd,PCECD#19,AV Tanjou (Japan) (Unl) (Alt 1),AV 诞生 （日版） （非官方版） (Alt 1),https://data.yang2000ling.com/img/pcecd_200/PCECD18.jpg
pcecd,PCECD#20,AV Tanjou (Japan) (Unl) (Alt 2),AV 诞生 （日版） （非官方版） (Alt 2),https://data.yang2000ling.com/img/pcecd_200/PCECD18.jpg
pcecd,PCECD#21,Avenger (Japan),复仇者 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD21.jpg
pcecd,PCECD#22,Babel (Japan),通天塔 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD22.jpg
pcecd,PCECD#23,Baby Jo - The Super Hero (Japan),宝贝乔-超级英雄 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD23.jpg
pcecd,PCECD#24,Bakuden - Unbalance Zone (Japan),爆传 不平衡地区 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD24.jpg
pcecd,PCECD#25,Bakushou Yoshimoto Shinkigeki (Japan) (FABT),爆笑吉本新喜劇 （日版） (FABT),https://data.yang2000ling.com/img/pcecd_200/PCECD25.jpg
pcecd,PCECD#26,Basted (Japan),魔幻密宝 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD26.jpg
pcecd,PCECD#27,Battle Shanghai - Dragon's Eye ~ Shanghai III - Dragon's Eye (Japan),上海3 龙之眼 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD27.jpg
pcecd,PCECD#28,Bazar de Gozarre no Game de Gozarre (Japan),在观众席上的游戏中登场 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD28.jpg
pcecd,PCECD#29,Beyond Shadowgate (USA),暗影之门 （美版）,https://data.yang2000ling.com/img/pcecd_200/PCECD29.jpg
pcecd,PCECD#30,Bikkuriman Daijikai (Japan),神奇大事界 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD30.jpg
pcecd,PCECD#31,Bishoujo Janshi Idol Pai (Japan) (Unl),美少女雀士偶像派 （日版） （非官方版）,https://data.yang2000ling.com/img/pcecd_200/PCECD31.jpg
pcecd,PCECD#32,Bishoujo Senshi Sailor Moon (Japan),美少女战士 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD32.jpg
pcecd,PCECD#33,Bishoujo Senshi Sailor Moon Collection (Japan),美少女战士合集 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD33.jpg
pcecd,PCECD#34,Black Hole Assault (Japan),黑洞救援 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD34.jpg
pcecd,PCECD#35,Blood Gear (Japan),血钢齿轮 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD35.jpg
pcecd,PCECD#36,Bomberman '94 (Japan) (Demo),炸弹人94 （日版） （演示版）,https://data.yang2000ling.com/img/pcecd_200/PCECD36.jpg
pcecd,PCECD#37,Bomberman - Panic Bomber (Japan) (FAAT),炸弹人方块 （日版） (FAAT),https://data.yang2000ling.com/img/pcecd_200/PCECD37.jpg
pcecd,PCECD#38,Bomberman - Panic Bomber (Japan) (FABT),炸弹人方块 （日版） (FABT),https://data.yang2000ling.com/img/pcecd_200/PCECD37.jpg
pcecd,PCECD#39,Bonanza Bros. (Japan),神偷拍档 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD39.jpg
pcecd,PCECD#40,Bonk III - Bonk's Big Adventure (USA),PC原人3 邦克的大冒险 （美版）,https://data.yang2000ling.com/img/pcecd_200/PCECD40.jpg
pcecd,PCECD#41,Brandish (Japan),魔女逗勇者 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD41.jpg
pcecd,PCECD#42,Browning (Japan),布朗宁 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD42.jpg
pcecd,PCECD#43,BuilderLand - The Story of Melba (Japan),建造者之地 梅尔巴的故事 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD43.jpg
pcecd,PCECD#44,Burai - Yatsudama no Yuushi Densetsu (Japan),Burai 八玉勇士伝説 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD44.jpg
pcecd,PCECD#45,Burai II - Yami Koutei no Gyakushuu (Japan),Burai2 闇皇帝的逆襲 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD45.jpg
pcecd,PCECD#46,Buster Bros. (USA),泡泡兄弟 （美版）,https://data.yang2000ling.com/img/pcecd_200/PCECD46.jpg
pcecd,PCECD#47,CAL II (Japan),,https://data.yang2000ling.com/img/pcecd_200/PCECD47.jpg
pcecd,PCECD#48,CAL II (Japan) (Alt),,https://data.yang2000ling.com/img/pcecd_200/PCECD47.jpg
pcecd,PCECD#49,CAL III - Kanketsu-hen (Japan),CAL III 完结篇 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD49.jpg
pcecd,PCECD#50,Camp California (USA),加州营地 （美版）,https://data.yang2000ling.com/img/pcecd_200/PCECD50.jpg
pcecd,PCECD#51,Campaign Version - Daisenryaku II (Japan),大战略2 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD51.jpg
pcecd,PCECD#52,Cardangels (Japan),卡牌天使 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD52.jpg
pcecd,PCECD#53,CD Battle - Hikari no Yuusha-tachi (Japan),CD 战斗 - 光之勇者们 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD53.jpg
pcecd,PCECD#54,CD Bishoujo Pachinko - Kyuuma Yon Shimai (Japan) (Unl),CD美少女弹子球～球魔四姐妹 （日版） （非官方版）,https://data.yang2000ling.com/img/pcecd_200/PCECD54.jpg
pcecd,PCECD#55,CD Denjin - Rockabilly Tengoku (Japan),CD电人～乡村摇滚乐天国 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD55.jpg
pcecd,PCECD#56,CD Hanafuda - Bishoujo Fan Club (Japan) (Unl),CD花札 美少女粉丝俱乐部 （日版） （非官方版）,https://data.yang2000ling.com/img/pcecd_200/PCECD56.jpg
pcecd,PCECD#57,CD Mahjong - Bishoujo Chuushinha (Japan) (Unl),CD麻将 美少女中心派 （日版） （非官方版）,https://data.yang2000ling.com/img/pcecd_200/PCECD57.jpg
pcecd,PCECD#58,CD Pachi-Slot - Bishoujo Gambler (Japan) (Unl),CD柏青哥 美少女赌徒 （日版） （非官方版）,https://data.yang2000ling.com/img/pcecd_200/PCECD58.jpg
pcecd,PCECD#59,Chiki Chiki Boys (Japan),双麒儿 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD59.jpg
pcecd,PCECD#60,"Chou Aniki (Japan) (FAAT, FACT)","超兄贵 （日版） (FAAT, FACT)",https://data.yang2000ling.com/img/pcecd_200/PCECD60.jpg
pcecd,PCECD#61,Chou Eiyuu Densetsu - Dynastic Hero (Japan),超英雄伝説 王朝的英雄 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD61.jpg
pcecd,PCECD#62,Chou Jikuu Yousai Macross - Eien no Love Song (Japan),超时空要塞 永恒的爱 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD62.jpg
pcecd,PCECD#63,Chou Jikuu Yousai Macross 2036 (Japan),超时空要塞 2036 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD63.jpg
pcecd,PCECD#64,Color Wars (Japan),色彩战争 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD64.jpg
pcecd,PCECD#65,Cosmic Fantasy - Bouken Shounen Yuu (Japan),宇宙幻想 冒险少年尤 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD65.jpg
pcecd,PCECD#66,Cosmic Fantasy - Bouken Shounen Yuu (Japan) (Alt 1),宇宙幻想 冒险少年尤 （日版） (Alt 1),https://data.yang2000ling.com/img/pcecd_200/PCECD65.jpg
pcecd,PCECD#67,Cosmic Fantasy - Bouken Shounen Yuu (Japan) (Alt 2),宇宙幻想 冒险少年尤 （日版） (Alt 2),https://data.yang2000ling.com/img/pcecd_200/PCECD65.jpg
pcecd,PCECD#68,Cosmic Fantasy 2 (USA),宇宙幻想2 （美版）,https://data.yang2000ling.com/img/pcecd_200/PCECD68.jpg
pcecd,PCECD#69,Cosmic Fantasy 2 - Bouken Shounen Ban (Japan),宇宙幻想3 冒险少年斑 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD69.jpg
pcecd,PCECD#70,Cosmic Fantasy 3 - Bouken Shounen Rei (Japan),宇宙幻想3 冒险少年雷 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD70.jpg
pcecd,PCECD#71,Cosmic Fantasy 4 - Ginga Shounen Densetsu - Gekitou-hen (Japan),宇宙幻想4 银河少年传说 激斗篇 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD71.jpg
pcecd,PCECD#72,Cosmic Fantasy 4 - Ginga Shounen Densetsu - Totsunyuu-hen (Japan),宇宙幻想4 银河少年传说 突入篇 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD72.jpg
pcecd,PCECD#73,Cyber City Oedo 808 - Kemono no Alignment (Japan),机动刑事808 兽的属性 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD73.jpg
pcecd,PCECD#74,Daisenpuu Custom (Japan),大旋风 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD74.jpg
pcecd,PCECD#75,"Davis Cup Tennis, The (Japan)",戴维斯杯网球赛 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD75.jpg
pcecd,PCECD#76,De-Ja (Japan),,https://data.yang2000ling.com/img/pcecd_200/PCECD76.jpg
pcecd,PCECD#77,Dead of the Brain 1&2 (Japan),脑死者1+2 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD77.jpg
pcecd,PCECD#78,Death Bringer - The Knight of Darkness (Japan),死亡使者 黑暗骑士 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD78.jpg
pcecd,PCECD#79,Dekoboko Densetsu - Hashiru Wagamanmaa (Japan),人偶传说 任性地奔跑 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD79.jpg
pcecd,PCECD#80,Dennou Tenshi - Digital Ange (Japan),电脑天使 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD80.jpg
pcecd,PCECD#81,Develo - Starter Kit - Assembler-hen (Japan),Develo 初学者 汇编篇 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD81.jpg
pcecd,PCECD#82,Develo - Starter Kit - BASIC-hen (Japan),Develo 初学者 BASIC篇 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD82.jpg
pcecd,PCECD#83,Develo Magazine Vol. 1 (Japan),Develo 杂志 vol.1 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD.jpg
pcecd,PCECD#84,Doraemon - Nobita no Dorabian Night (Japan),哆啦A梦 大雄的天方夜谭 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD84.jpg
pcecd,PCECD#85,Double Dragon II - The Revenge (Japan),双截龙2 复仇 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD85.jpg
pcecd,PCECD#86,Doukyuusei (Japan) (Rev 3),同级生 （日版） （修正版 3）,https://data.yang2000ling.com/img/pcecd_200/PCECD86.jpg
pcecd,PCECD#87,Doukyuusei (Japan) (Rev 3) (Alt 1),同级生 （日版） （修正版 3） (Alt 1),https://data.yang2000ling.com/img/pcecd_200/PCECD86.jpg
pcecd,PCECD#88,Doukyuusei (Japan) (Rev 3) (Alt 2),同级生 （日版） （修正版 3） (Alt 2),https://data.yang2000ling.com/img/pcecd_200/PCECD86.jpg
pcecd,PCECD#89,Doukyuusei (Japan) (Rev 4),同级生 （日版） （修正版 4）,https://data.yang2000ling.com/img/pcecd_200/PCECD86.jpg
pcecd,PCECD#90,Down Load 2 (Japan),下载2 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD90.jpg
pcecd,PCECD#91,Downtown Nekketsu Koushinkyoku - Soreyuke Daiundoukai (Japan),热血进行曲 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD91.jpg
pcecd,PCECD#92,Downtown Nekketsu Monogatari (Japan),热血物语 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD92.jpg
pcecd,PCECD#93,Dragon Ball Z - Idainaru Son Gokuu Densetsu (Japan) (FABT),龙珠Z 伟大的悟空传说 （日版） (FABT),https://data.yang2000ling.com/img/pcecd_200/PCECD93.jpg
pcecd,PCECD#94,Dragon Half (Japan),半龍少女 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD94.jpg
pcecd,PCECD#95,Dragon Knight & Graffiti (Japan),龙骑士 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD95.jpg
pcecd,PCECD#96,Dragon Knight II (Japan),龙骑士2 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD96.jpg
pcecd,PCECD#97,Dragon Knight III (Japan),龙骑士3 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD97.jpg
pcecd,PCECD#98,Dragon Slayer - The Legend of Heroes (Japan),英雄传说 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD99.jpg
pcecd,PCECD#99,Dragon Slayer - The Legend of Heroes (USA),英雄传说 （美版）,https://data.yang2000ling.com/img/pcecd_200/PCECD99.jpg
pcecd,PCECD#100,Dragon Slayer - The Legend of Heroes II (Japan),英雄传说2 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD100.jpg
pcecd,PCECD#101,Dungeon Explorer II (Japan),地牢探索2 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD101.jpg
pcecd,PCECD#102,Dungeon Explorer II (USA),地牢探索2 （美版）,https://data.yang2000ling.com/img/pcecd_200/PCECD102.jpg
pcecd,PCECD#103,Dungeon Master - Theron's Quest (Japan),地牢大师-塞隆之旅 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD104.jpg
pcecd,PCECD#104,Dungeon Master - Theron's Quest (USA),地牢大师-塞隆之旅 （美版）,https://data.yang2000ling.com/img/pcecd_200/PCECD104.jpg
pcecd,PCECD#105,Duo Comic - Bakuretsu Hunter (Japan),暴走猎人 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD105.jpg
pcecd,PCECD#106,"Dynastic Hero, The (USA)",超英雄伝説 王朝的英雄 （美版）,https://data.yang2000ling.com/img/pcecd_200/PCECD61.jpg
pcecd,PCECD#107,Efera & Jiliora - The Emblem from Darkness (Japan),暗黑戰記 （日版）,https://data.yang2000ling.com/img/pcecd_200/PCECD107.jpg
